"Codigo";"UF";"Municipio";"Total";"Unipessoa";"TotalNuclear";"CasalSFilhos";"CasalCFilhos";"HomemCFilhos";"MulherCFilhos";"Classe";"TotalFamEstendida";"EstCasalSFilhos";"EstCasalCFilhos";"EstHomemCFilhos";"EstMulherCFilhos";"EstOutros";"TotalComposta";"CompCasalSFilhos";"CompCasalCFilhos";"CompHomemCFilhos";"CompMulherCFilhos";"CompOutros"
4103370;"PR";"Brasilândia do Sul";1067;12,65;731;25,85;59,51;2,05;12,59;"Até 5 mil";187;16,58;40,11;2,14;22,46;18,72;14;7,14;28,57;7,14;21,43;35,71
1703602;"TO";"Brasilândia do Tocantins";610;13,93;408;18,14;67,65;2,7;11,52;"Até 5 mil";102;21,57;38,24;3,92;19,61;16,67;15;13,33;53,33;6,67;20;6,67
5203609;"GO";"Brazabrantes";1082;14,51;748;24,33;58,29;3,21;14,17;"Até 5 mil";160;21,88;40;4,38;18,13;15,63;17;23,53;23,53;5,88;17,65;29,41
3507753;"SP";"Brejo Alegre";811;13,07;546;23,99;60,44;2,01;13,55;"Até 5 mil";150;14,67;54;4,67;14,67;12;9;22,22;55,56;NA;11,11;11,11
2201988;"PI";"Brejo do Piauí";1152;9,11;841;23,78;67,3;2,38;6,54;"Até 5 mil";188;27,66;44,68;3,19;10,11;14,36;18;27,78;44,44;NA;11,11;16,67
4302659;"RS";"Brochier";1670;14,85;1211;36,66;52,68;2,06;8,59;"Até 5 mil";194;18,56;52,58;4,64;14,43;9,79;17;11,76;23,53;5,88;NA;58,82
4202875;"SC";"Brunópolis";895;10,73;646;24,77;65,79;1,55;7,89;"Até 5 mil";144;13,19;49,31;4,86;16,67;15,97;9;33,33;22,22;NA;11,11;33,33
3109253;"MG";"Bugre";1240;11,37;901;25,42;62,82;3;8,77;"Até 5 mil";179;17,32;44,13;2,23;24,58;11,73;19;31,58;31,58;5,26;10,53;21,05
5203939;"GO";"Buriti de Goiás";939;16,83;642;33,49;55,45;1,71;9,35;"Até 5 mil";135;27,41;26,67;3,7;13,33;28,89;4;NA;NA;NA;25;75
5203962;"GO";"Buritinópolis";962;10,08;676;17,31;67,01;3,25;12,43;"Até 5 mil";173;12,72;43,93;4,05;21,97;17,34;16;18,75;37,5;NA;12,5;31,25
3508207;"SP";"Buritizal";1373;15,37;919;25,79;59,3;2,07;12,84;"Até 5 mil";209;15,79;42,58;3,35;16,75;21,53;34;8,82;32,35;NA;20,59;38,24
3508306;"SP";"Cabrália Paulista";1380;11,52;986;23,33;59,94;2,84;13,89;"Até 5 mil";222;15,77;42,34;3,15;24,77;13,96;13;NA;23,08;NA;38,46;38,46
3109600;"MG";"Cachoeira da Prata";1116;11,29;732;16,26;64,75;2,46;16,53;"Até 5 mil";245;7,76;33,88;4,49;28,57;25,31;13;15,38;7,69;NA;7,69;69,23
5204201;"GO";"Cachoeira de Goiás";494;16,4;341;28,74;59,53;0,59;11,14;"Até 5 mil";65;27,69;36,92;1,54;16,92;16,92;7;14,29;NA;NA;57,14;28,57
3109808;"MG";"Cachoeira Dourada";781;12,8;496;19,96;64,31;2,42;13,31;"Até 5 mil";175;12,57;42,29;4;24;17,14;10;NA;20;10;30;40
1703826;"TO";"Cachoeirinha";560;12,14;345;16,81;71,88;1,74;9,57;"Até 5 mil";132;14,39;56,82;0,76;17,42;10,61;15;40;20;NA;13,33;26,67
2503407;"PB";"Cacimba de Areia";1031;10,28;721;17,34;70,74;1,8;10,12;"Até 5 mil";193;13,47;44,56;2,59;26,94;12,44;11;18,18;36,36;9,09;18,18;18,18
4303202;"RS";"Cacique Doble";1453;9,5;998;27,66;62,42;1,6;8,32;"Até 5 mil";297;12,46;57,58;1,35;17,51;11,11;20;10;60;NA;10;20
4103404;"PR";"Cafeara";854;11,71;614;22,96;66,29;1,95;8,79;"Até 5 mil";133;13,53;50,38;1,5;18,05;16,54;7;NA;28,57;NA;42,86;28,57
4103479;"PR";"Cafezal do Sul";1455;12,03;1080;28,7;57,78;2,69;10,83;"Até 5 mil";191;23,56;43,98;3,66;19,37;9,42;9;NA;33,33;11,11;11,11;44,44
3508900;"SP";"Caiabu";1390;14,6;1036;25,68;61,2;2,03;11,1;"Até 5 mil";143;18,18;40,56;3,5;21,68;16,08;8;12,5;25;NA;25;37,5
3110103;"MG";"Caiana";1574;13,09;1160;22,41;65,86;2,24;9,48;"Até 5 mil";196;21,94;42,86;2,04;18,88;14,29;12;8,33;33,33;NA;NA;58,33
4303301;"RS";"Caibaté";1720;13,55;1255;29,8;61,27;1,2;7,73;"Até 5 mil";210;13,33;50;3,33;16,67;16,67;22;18,18;18,18;NA;18,18;45,45
2401909;"RN";"Caiçara do Rio do Vento";892;7,74;584;19,18;66,1;1,37;13,36;"Até 5 mil";211;15,64;45,5;2,84;22,27;13,74;28;14,29;46,43;7,14;17,86;14,29
2202075;"PI";"Cajazeiras do Piauí";930;12,58;595;15,46;66,55;2,52;15,46;"Até 5 mil";202;10,89;45,05;2,97;22,28;18,81;16;31,25;31,25;NA;6,25;31,25
2503753;"PB";"Cajazeirinhas";824;8,13;604;18,71;71,03;1,82;8,44;"Até 5 mil";145;11,72;48,97;4,83;17,24;17,24;8;12,5;50;12,5;12,5;12,5
3110202;"MG";"Cajuri";1199;13,18;785;16,69;64,84;3,69;14,78;"Até 5 mil";233;11,16;42,92;3,86;26,18;15,88;23;13,04;34,78;NA;17,39;34,78
5204557;"GO";"Caldazinha";1101;13,26;780;29,1;57,44;2,95;10,51;"Até 5 mil";158;14,56;43,04;2,53;20,25;19,62;17;11,76;23,53;NA;17,65;47,06
4203154;"SC";"Calmon";898;6,68;667;16,79;75,71;2,1;5,4;"Até 5 mil";159;14,47;59,12;2,52;18,24;5,66;12;8,33;41,67;NA;NA;50
3110400;"MG";"Camacho";988;12,35;722;16,9;68,01;3,74;11,36;"Até 5 mil";136;8,82;33,82;5,15;23,53;28,68;8;37,5;NA;NA;12,5;50
4303558;"RS";"Camargo";835;8,26;631;28,21;64,18;1,58;6,02;"Até 5 mil";123;10,57;65,85;2,44;13,01;8,13;12;16,67;25;NA;8,33;50
3110806;"MG";"Campanário";1035;13,14;607;18,45;57,99;3,46;20,1;"Até 5 mil";252;9,52;36,51;1,98;34,52;17,46;40;17,5;37,5;2,5;10;32,5
4303673;"RS";"Campestre da Serra";1101;12,44;812;32,02;59,61;0,99;7,39;"Até 5 mil";135;13,33;62,96;4,44;11,11;8,15;17;5,88;35,29;NA;17,65;41,18
5204607;"GO";"Campestre de Goiás";1068;12,08;700;27,29;60,29;2;10,43;"Até 5 mil";228;21,05;41,67;6,14;17,11;14,04;11;18,18;9,09;9,09;NA;63,64
4103958;"PR";"Campina do Simão";1167;9,08;879;18,89;71,79;2,16;7,17;"Até 5 mil";172;9,88;53,49;6,4;15,7;14,53;10;10;40;NA;10;40
5204656;"GO";"Campinaçu";1208;13,91;842;29,1;60,21;1,78;8,91;"Até 5 mil";170;20;39,41;4,12;20,59;15,88;28;17,86;46,43;7,14;3,57;25
2202117;"PI";"Campo Alegre do Fidalgo";1258;8,11;937;17,72;71,61;2,13;8,54;"Até 5 mil";213;15,02;52,11;1,41;15,02;16,43;6;NA;50;NA;NA;50
3111150;"MG";"Campo Azul";1020;11,37;666;20,12;67,27;2,1;10,51;"Até 5 mil";212;11,79;45,75;6,13;21,23;15,09;26;26,92;15,38;3,85;15,38;38,46
4104055;"PR";"Campo Bonito";1312;9,45;925;21,62;66,92;1,51;9,95;"Até 5 mil";245;18,78;47,35;3,67;19,18;11,02;18;NA;27,78;11,11;22,22;38,89
4304101;"RS";"Campos Borges";1238;13,81;916;30,79;56,55;1,64;11,03;"Até 5 mil";134;22,39;50;2,24;8,96;16,42;17;11,76;47,06;5,88;NA;35,29
3509809;"SP";"Campos Novos Paulista";1490;15,5;1035;25,99;59,81;3,09;11,11;"Até 5 mil";205;13,17;42,44;3,9;24,88;15,61;19;15,79;15,79;15,79;5,26;47,37
3111705;"MG";"Canaã";1445;9,41;1102;23,23;66,24;2,09;8,44;"Até 5 mil";193;15,03;44,56;3,63;19,69;17,1;14;14,29;35,71;NA;7,14;42,86
5102694;"MT";"Canabrava do Norte";1407;11,73;954;23,48;65,72;2,52;8,28;"Até 5 mil";247;21,05;42,51;2,83;16,19;17,41;41;24,39;21,95;NA;12,2;41,46
3509957;"SP";"Canas";1205;7,39;856;17,17;69,28;2,1;11,45;"Até 5 mil";246;10,98;47,15;4,47;23,98;13,41;14;NA;35,71;NA;21,43;42,86
2202251;"PI";"Canavieira";1089;11,57;712;16,85;66,29;2,25;14,61;"Até 5 mil";238;18,07;39,92;1,26;22,69;18,07;13;53,85;7,69;NA;15,38;23,08
3510104;"SP";"Cândido Rodrigues";868;11,98;618;25,08;60,52;2,59;11,81;"Até 5 mil";140;17,86;55;4,29;10,71;12,14;6;NA;83,33;16,67;NA;NA
2801108;"SE";"Canhoba";1044;10,63;731;15,46;70,31;2,6;11,63;"Até 5 mil";192;11,98;45,83;6,25;23,96;11,98;10;10;30;NA;30;30
3510153;"SP";"Canitar";1218;9,2;851;18,21;68,04;1,88;11,87;"Até 5 mil";247;12,96;49,8;6,07;19,84;11,34;8;NA;12,5;12,5;25;50
3112059;"MG";"Cantagalo";1187;12,22;805;16,52;64,47;2,24;16,77;"Até 5 mil";215;6,51;44,65;3,72;26,05;19,07;22;13,64;36,36;4,55;18,18;27,27
4304614;"RS";"Canudos do Vale";600;9,5;434;30,88;61,98;1,15;5,99;"Até 5 mil";94;15,96;62,77;2,13;10,64;8,51;15;20;40;6,67;NA;33,33
4203253;"SC";"Capão Alto";909;12,1;651;29,65;59,45;2,61;8,29;"Até 5 mil";140;20,71;50;4,29;12,14;12,86;8;50;37,5;NA;NA;12,5
4304622;"RS";"Capão Bonito do Sul";613;15,5;441;28,57;62,36;2,49;6,58;"Até 5 mil";63;19,05;28,57;4,76;20,63;26,98;14;28,57;35,71;NA;NA;35,71
4304655;"RS";"Capão do Cipó";1029;13,02;743;27,05;64,33;2,96;5,65;"Até 5 mil";125;21,6;52,8;4,8;10,4;10,4;27;25,93;33,33;7,41;7,41;25,93
3112208;"MG";"Capela Nova";1448;11,12;1024;18,36;62,79;2,54;16,31;"Até 5 mil";248;11,69;39,92;5,65;22,98;19,76;15;13,33;46,67;NA;13,33;26,67
4304697;"RS";"Capitão";855;11,58;626;27,8;63,58;1,6;7,03;"Até 5 mil";127;15,75;59,06;0,79;11,02;13,39;3;NA;66,67;NA;NA;33,33
3112653;"MG";"Capitão Andrade";1580;12,78;1079;26,32;56,53;2,04;15,11;"Até 5 mil";273;16,48;43,22;3,66;22,71;13,92;26;19,23;42,31;3,85;11,54;23,08
2202455;"PI";"Capitão Gervásio Oliveira";1144;12,76;744;17,07;67,74;3,09;12,1;"Até 5 mil";223;16,59;40,36;3,14;21,52;18,39;31;25,81;61,29;NA;6,45;6,45
4304671;"RS";"Capivari do Sul";1275;13,18;920;24,24;63,48;2,07;10,22;"Até 5 mil";162;12,96;53,09;2,47;20,37;11,11;25;16;28;4;16;36
3113107;"MG";"Caranaíba";909;9,02;632;18,35;65,19;2,69;13,77;"Até 5 mil";181;7,73;45,86;5,52;25,97;14,92;14;21,43;57,14;NA;NA;21,43
2504074;"PB";"Caraúbas";1191;14,53;804;22,14;61,69;2,11;14,05;"Até 5 mil";201;13,93;39,3;2,49;21,39;22,89;13;23,08;15,38;NA;23,08;38,46
2202554;"PI";"Caridade do Piauí";1214;7,74;865;13,99;73,41;1,73;10,87;"Até 5 mil";239;13,39;56,07;1,67;17,15;11,72;16;6,25;56,25;6,25;12,5;18,75
1703867;"TO";"Cariri do Tocantins";1074;16,11;677;25,26;61,3;2,66;10,78;"Até 5 mil";196;23,98;42,86;2,55;16,33;14,29;28;21,43;39,29;NA;7,14;32,14
4304853;"RS";"Carlos Gomes";498;9,44;353;24,65;64,31;1,13;9,92;"Até 5 mil";97;18,56;53,61;3,09;9,28;15,46;1;100;NA;NA;NA;NA
3113800;"MG";"Carmésia";747;12,85;525;23,24;58,48;1,9;16,38;"Até 5 mil";98;15,31;43,88;4,08;22,45;14,29;28;7,14;28,57;NA;14,29;50
1703883;"TO";"Carmolândia";664;8,43;462;17,53;67,53;2,38;12,55;"Até 5 mil";123;17,07;43,09;2,44;25,2;12,2;23;26,09;39,13;NA;4,35;30,43
3114600;"MG";"Carrancas";1210;16,03;766;21,67;60,84;4,44;13,05;"Até 5 mil";217;7,83;36,87;2,76;26,73;25,81;33;18,18;21,21;15,15;9,09;36,36
2504108;"PB";"Carrapateira";590;4,07;449;16,48;77,73;1,34;4,45;"Até 5 mil";114;9,65;67,54;3,51;12,28;7,02;3;33,33;33,33;NA;NA;33,33
1703891;"TO";"Carrasco Bonito";938;8,74;614;15,47;67,1;2,28;15,15;"Até 5 mil";229;14,85;53,71;2,18;17,03;12,23;13;15,38;53,85;NA;7,69;23,08
3114709;"MG";"Carvalhópolis";1085;11,34;826;25,91;61,86;3,15;9,08;"Até 5 mil";128;7,81;42,97;7,03;17,97;24,22;8;25;12,5;12,5;NA;50
3114808;"MG";"Carvalhos";1518;16,21;1010;20,99;58,71;3,07;17,23;"Até 5 mil";245;10,2;35,51;4,49;24,49;25,31;17;NA;17,65;5,88;11,76;64,71
3114907;"MG";"Casa Grande";615;9,11;429;16,32;68,53;3,03;12,12;"Até 5 mil";127;3,94;48,82;3,94;24,41;18,9;3;66,67;NA;NA;NA;33,33
3115003;"MG";"Cascalho Rico";1041;20,85;662;34,14;54,08;2,42;9,37;"Até 5 mil";132;20,45;38,64;3,03;17,42;20,45;30;13,33;20;3,33;13,33;50
1703909;"TO";"Caseara";1341;14,62;825;24,73;62,18;3,27;9,82;"Até 5 mil";291;21,31;42,96;1,03;20,27;14,43;29;10,34;31,03;NA;17,24;41,38
4304952;"RS";"Caseiros";1001;11,99;736;27,31;62,77;1,49;8,42;"Até 5 mil";136;16,91;48,53;5,15;17,65;11,76;9;22,22;22,22;NA;11,11;44,44
3510906;"SP";"Cássia dos Coqueiros";837;11,59;609;26,11;61,08;2,63;10,18;"Até 5 mil";121;14,88;46,28;0,83;25,62;12,4;10;30;10;20;NA;40
1100908;"RO";"Castanheiras";1108;11,64;797;28,98;63,61;1,76;5,65;"Até 5 mil";172;25;50;2,33;15,7;6,98;10;30;50;NA;10;10
5205059;"GO";"Castelândia";1203;15,71;769;26,53;58,52;3,25;11,7;"Até 5 mil";205;20,98;37,56;3,9;19,51;18,05;40;22,5;37,5;2,5;5;32,5
3115359;"MG";"Catas Altas";1427;10,58;1043;16,78;64,05;2,97;16,2;"Até 5 mil";221;9,95;40,72;3,62;28,51;17,19;12;8,33;41,67;NA;25;25
3115409;"MG";"Catas Altas da Noruega";909;9,68;646;16,1;67,49;3,72;12,69;"Até 5 mil";162;6,17;42,59;4,94;29,01;17,28;13;NA;23,08;7,69;23,08;46,15
2504207;"PB";"Catingueira";1307;10,64;859;14,78;68,92;2,56;13,74;"Até 5 mil";277;10,47;46,57;2,53;21,3;19,13;32;12,5;34,38;6,25;28,13;18,75
2907400;"BA";"Catolândia";759;10,67;520;24,23;63,85;2,31;9,62;"Até 5 mil";147;14,29;46,94;4,08;17,01;17,69;11;18,18;63,64;9,09;NA;9,09
5205208;"GO";"Caturaí";1513;11,76;1071;26,52;60,69;2,05;10,74;"Até 5 mil";246;16,67;37,8;5,69;24,39;15,45;18;22,22;27,78;NA;5,56;44,44
2504355;"PB";"Caturité";1329;9,78;993;19,03;68,28;2,11;10,57;"Até 5 mil";191;11,52;47,64;6,28;19,37;15,18;15;13,33;53,33;NA;6,67;26,67
4204103;"SC";"Caxambu do Sul";1417;10,02;1023;30,21;60,51;1,66;7,62;"Até 5 mil";246;18,29;56,5;2,03;14,63;8,54;6;NA;50;NA;NA;50
3115607;"MG";"Cedro do Abaeté";445;22,7;289;21,8;58,13;2,77;17,3;"Até 5 mil";45;15,56;26,67;4,44;26,67;26,67;10;10;40;NA;10;40
4204152;"SC";"Celso Ramos";852;6,69;693;24,24;67,82;1,88;6,06;"Até 5 mil";99;12,12;61,62;6,06;12,12;8,08;3;33,33;33,33;NA;33,33;NA
1704105;"TO";"Centenário";702;12,96;419;17,9;66,59;2,86;12,65;"Até 5 mil";160;13,75;51,25;3,13;17,5;14,38;32;28,13;56,25;NA;3,13;12,5
4305116;"RS";"Centenário";952;9,98;707;29;62,09;1,27;7,64;"Até 5 mil";146;14,38;65,75;2,74;3,42;13,7;4;25;75;NA;NA;NA
4305132;"RS";"Cerro Branco";1591;15,84;1110;32,52;55,41;2,16;9,91;"Até 5 mil";212;16,98;53,3;2,83;16,51;10,38;17;NA;35,29;NA;17,65;47,06
4305157;"RS";"Cerro Grande";788;10,28;575;31,13;60;1,39;7,48;"Até 5 mil";126;19,05;59,52;2,38;7,94;11,11;6;33,33;50;NA;NA;16,67
4204178;"SC";"Cerro Negro";1100;9,09;814;23,1;67,44;2,58;6,88;"Até 5 mil";177;12,99;49,15;6,21;16,95;14,69;9;33,33;11,11;NA;22,22;33,33
3115904;"MG";"Chácara";965;20,1;615;25,04;54,47;4,39;16,1;"Até 5 mil";148;12,84;42,57;2,7;24,32;17,57;8;12,5;37,5;NA;12,5;37,5
1705102;"TO";"Chapada da Natividade";927;14,89;579;24,01;60,97;4,32;10,71;"Até 5 mil";191;14,14;55,5;3,66;11,52;15,18;19;26,32;21,05;5,26;10,53;36,84
1704600;"TO";"Chapada de Areia";454;18,28;292;34,25;53,77;1,71;10,27;"Até 5 mil";73;35,62;39,73;1,37;6,85;16,44;6;33,33;33,33;NA;16,67;16,67
4204194;"SC";"Chapadão do Lageado";836;9,09;674;23,15;71,81;1,48;3,56;"Até 5 mil";79;13,92;68,35;3,8;7,59;6,33;7;28,57;42,86;NA;NA;28,57
4305371;"RS";"Charrua";929;7,97;610;29,02;63,44;1,15;6,39;"Até 5 mil";229;10,48;64,19;3,93;13,97;7,42;16;31,25;43,75;12,5;6,25;6,25
3116209;"MG";"Chiador";882;14,29;579;24,01;57,86;2,59;15,54;"Até 5 mil";156;13,46;39,74;2,56;29,49;14,74;21;28,57;14,29;4,76;23,81;28,57
4305405;"RS";"Chiapetta";1352;13,39;966;28,16;61,18;1,66;9,01;"Até 5 mil";185;18,92;51,89;2,16;17,3;9,73;20;5;20;10;NA;65
4305447;"RS";"Chuvisca";1500;7;1149;25,15;68,06;1,74;5,05;"Até 5 mil";217;15,21;56,22;4,15;13,82;10,6;29;13,79;65,52;3,45;6,9;10,34
4305504;"RS";"Ciríaco";1669;12,7;1205;32,37;57,01;1,99;8,63;"Até 5 mil";231;16,88;54,11;1,73;13,85;13,42;21;14,29;38,1;NA;14,29;33,33
3116407;"MG";"Claraval";1433;15,7;984;24,09;63,62;3,05;9,25;"Até 5 mil";196;13,27;50;5,1;13,78;17,86;28;14,29;21,43;NA;21,43;42,86
2202711;"PI";"Cocal de Telha";1328;9,79;864;22,45;61,46;1,04;15,05;"Até 5 mil";316;17,41;40,51;1,27;26,27;14,56;18;33,33;22,22;5,56;22,22;16,67
2202737;"PI";"Coivaras";1015;9,46;666;16,82;69,37;1,95;11,86;"Até 5 mil";208;17,31;52,4;0,96;19,71;9,62;45;37,78;40;8,89;6,67;6,67
4305587;"RS";"Colinas";848;14,74;550;39,64;50,73;1,64;8;"Até 5 mil";161;19,88;54,66;3,11;13,04;9,32;12;25;33,33;NA;NA;41,67
5205521;"GO";"Colinas do Sul";1086;16,76;685;25,4;57,66;3,07;13,87;"Até 5 mil";182;14,29;38,46;2,75;28,02;16,48;37;29,73;27,03;5,41;8,11;29,73
4305603;"RS";"Colorado";1245;12,21;928;30,39;59,7;1,4;8,51;"Até 5 mil";154;22,73;43,51;1,95;10,39;21,43;11;9,09;54,55;NA;9,09;27,27
1705557;"TO";"Combinado";1437;14,2;979;20,02;62,72;3,47;13,79;"Até 5 mil";234;12,39;44,87;2,14;24,36;16,24;20;40;40;NA;10;10
3116902;"MG";"Comendador Gomes";1002;15,47;666;29,28;59,01;2,85;8,86;"Até 5 mil";139;21,58;40,29;4,32;15,11;18,71;42;21,43;21,43;NA;4,76;52,38
3115201;"MG";"Conceição da Barra de Minas";1193;11,4;859;19,09;68,92;2,33;9,66;"Até 5 mil";194;8,25;46,39;4,12;23,2;18,04;4;NA;50;NA;NA;50
3117207;"MG";"Conceição das Pedras";855;13,1;613;18,11;68,19;2,77;10,93;"Até 5 mil";121;9,92;43,8;4,96;18,18;23,14;9;NA;55,56;NA;22,22;22,22
3117405;"MG";"Conceição de Ipanema";1456;12,43;1035;26,18;63,09;2,32;8,41;"Até 5 mil";214;14,49;42,06;5,14;21,96;16,36;26;23,08;34,62;NA;15,38;26,92
2202802;"PI";"Conceição do Canindé";1278;11,5;822;16,91;66,3;2,31;14,48;"Até 5 mil";281;13,52;46,62;3,2;23,84;12,81;28;25;35,71;NA;7,14;32,14
1705607;"TO";"Conceição do Tocantins";1158;16,49;663;17,95;64,56;2,41;15,08;"Até 5 mil";252;15,87;40,48;3,17;24,21;16,27;52;21,15;32,69;3,85;9,62;32,69
2504702;"PB";"Congo";1478;15,16;925;21,84;59,14;3,03;16;"Até 5 mil";312;12,82;36,54;4,49;26,92;19,23;17;5,88;23,53;NA;17,65;52,94
3118106;"MG";"Congonhas do Norte";1440;15,28;950;17,05;63,05;3,26;16,63;"Até 5 mil";233;10,73;39,48;3,43;30,04;16,31;37;10,81;48,65;5,41;10,81;24,32
5103361;"MT";"Conquista D'Oeste";1015;9,56;746;24,93;64,21;1,61;9,25;"Até 5 mil";147;24,49;43,54;2,72;13,61;15,65;25;8;28;NA;4;60
4106100;"PR";"Conselheiro Mairinck";1194;14,74;807;24,78;58,24;3,35;13,63;"Até 5 mil";195;15,9;40,51;1,03;22,56;20;16;12,5;31,25;6,25;18,75;31,25
3118502;"MG";"Consolação";560;16,61;393;24,68;62,6;2,54;10,18;"Até 5 mil";71;14,08;45,07;5,63;18,31;16,9;3;NA;33,33;NA;NA;66,67
2908804;"BA";"Contendas do Sincorá";1339;13,97;872;17,09;64,68;3,44;14,79;"Até 5 mil";258;7,36;45,35;4,26;24,03;18,99;22;36,36;22,73;NA;18,18;22,73
4305835;"RS";"Coqueiro Baixo";534;11,99;372;40,05;50,27;1,61;8,06;"Até 5 mil";94;21,28;52,13;5,32;7,45;13,83;4;50;25;NA;NA;25
4305850;"RS";"Coqueiros do Sul";863;12,4;646;33,13;58,05;1,86;6,97;"Até 5 mil";103;26,21;41,75;2,91;13,59;15,53;7;42,86;28,57;NA;NA;28,57
4204350;"SC";"Cordilheira Alta";1113;6,11;800;23,25;68,75;1,75;6,25;"Até 5 mil";234;11,97;70,09;2,14;8,12;7,69;11;NA;18,18;NA;9,09;72,73
3119005;"MG";"Cordislândia";1061;13,38;745;19,73;63,62;3,62;13,02;"Até 5 mil";157;17,2;33,76;9,55;18,47;21,02;17;11,76;52,94;NA;5,88;29,41
5003108;"MS";"Corguinho";1656;20,53;1031;29,58;57,9;2,72;9,8;"Até 5 mil";249;20,88;40,96;3,61;18,88;15,66;36;27,78;8,33;2,78;11,11;50
4305871;"RS";"Coronel Barros";873;13,29;616;36,85;55,03;1,14;6,98;"Até 5 mil";136;22,79;49,26;3,68;9,56;14,71;5;20;80;NA;NA;NA
2402907;"RN";"Coronel João Pessoa";1273;7,38;901;17,98;69,48;1,11;11,43;"Até 5 mil";252;12,3;54,37;3,57;17,06;12,7;26;15,38;61,54;NA;3,85;19,23
2202851;"PI";"Coronel José Dias";1324;9,29;960;20,52;68,75;1,67;9,06;"Até 5 mil";220;20;51,36;3,18;16,82;8,64;21;19,05;47,62;4,76;4,76;23,81
4204459;"SC";"Coronel Martins";738;10,16;517;19,15;72,73;1,35;6,77;"Até 5 mil";135;14,07;57,78;5,19;13,33;9,63;11;18,18;45,45;NA;9,09;27,27
3119609;"MG";"Coronel Pacheco";926;13,71;609;21,02;61,58;1,81;15,6;"Até 5 mil";186;10,75;41,94;5,91;23,66;17,74;4;NA;25;NA;25;50
4305934;"RS";"Coronel Pilar";521;6,91;339;31,86;59,59;1,77;6,78;"Até 5 mil";135;13,33;69,63;1,48;6,67;8,89;11;27,27;45,45;NA;NA;27,27
3119708;"MG";"Coronel Xavier Chaves";997;12,14;712;17,28;66,57;1,97;14,19;"Até 5 mil";149;9,4;42,28;2,68;22,15;23,49;15;6,67;33,33;20;20;20
3119807;"MG";"Córrego Danta";1208;22,19;778;25,19;58,23;3,86;12,72;"Até 5 mil";148;10,81;41,22;4,73;17,57;25,68;14;7,14;57,14;NA;7,14;28,57
3119906;"MG";"Córrego do Bom Jesus";1294;14,91;904;28,76;55,2;2,88;13,16;"Até 5 mil";184;15,22;41,85;4,35;17,93;20,65;13;23,08;23,08;NA;15,38;38,46
5205703;"GO";"Córrego do Ouro";952;17,65;649;34,67;55,62;1,08;8,63;"Até 5 mil";118;32,2;29,66;1,69;15,25;21,19;17;29,41;11,76;11,76;11,76;35,29
3120003;"MG";"Córrego Novo";997;11,53;729;25,24;62,55;2,61;9,6;"Até 5 mil";148;22,3;41,89;2,03;19,59;14,19;5;20;20;20;NA;40
3512704;"SP";"Corumbataí";1213;13,03;855;26,08;64,8;1,17;7,95;"Até 5 mil";185;16,22;49,73;3,24;16,22;14,59;15;33,33;40;NA;6,67;20
4106555;"PR";"Corumbataí do Sul";1310;12,82;927;27,62;61,49;2,27;8,63;"Até 5 mil";208;23,56;42,79;3,37;19,23;11,06;7;NA;42,86;NA;14,29;42,86
4305959;"RS";"Cotiporã";1246;11,8;799;27,66;58,2;3;11,14;"Até 5 mil";277;9,75;58,12;4,33;11,19;16,61;23;8,7;39,13;NA;4,35;47,83
3120102;"MG";"Couto de Magalhães de Minas";1218;14,2;748;14,97;61,23;2,67;21,12;"Até 5 mil";268;10,82;31,72;3,73;30,6;23,13;29;6,9;31,03;6,9;13,79;41,38
4305975;"RS";"Coxilha";935;10,48;699;26,18;62,95;1,72;9,16;"Até 5 mil";131;16,03;47,33;0,76;25,95;9,92;7;28,57;42,86;NA;14,29;14,29
2504850;"PB";"Coxixola";588;12,41;413;22,76;60,77;2,18;14,29;"Até 5 mil";97;14,43;27,84;5,15;25,77;26,8;5;NA;60;NA;20;20
4306072;"RS";"Cristal do Sul";954;12,37;697;28,26;60,69;1,15;9,9;"Até 5 mil";124;25;49,19;2,42;11,29;12,1;15;26,67;33,33;NA;6,67;33,33
5206305;"GO";"Cristianópolis";1042;17,85;701;27,82;56,63;3;12,55;"Até 5 mil";141;21,28;42,55;3,55;15,6;17,02;14;14,29;14,29;NA;7,14;64,29
1706258;"TO";"Crixás do Tocantins";490;15,31;320;26,56;62,5;1,56;9,38;"Até 5 mil";91;27,47;40,66;1,1;15,38;15,38;4;25;NA;25;50;NA
5206503;"GO";"Cromínia";1257;17,98;799;27,91;55,57;3,13;13,39;"Até 5 mil";208;23,56;31,73;2,88;21,63;20,19;24;29,17;20,83;NA;12,5;37,5
3120607;"MG";"Crucilândia";1612;16,19;1180;22,03;62,29;3,05;12,63;"Até 5 mil";154;13,64;28,57;6,49;22,08;29,22;17;11,76;17,65;NA;11,76;58,82
3513306;"SP";"Cruzália";779;12,71;566;24,2;59,72;1,94;14,13;"Até 5 mil";109;14,68;39,45;2,75;20,18;22,94;5;20;20;NA;NA;60
4306130;"RS";"Cruzaltense";681;9,84;501;27,74;63,27;1,6;7,39;"Até 5 mil";110;9,09;73,64;3,64;10,91;2,73;3;33,33;33,33;NA;NA;33,33
3120706;"MG";"Cruzeiro da Fortaleza";1242;17,23;831;16,73;69,19;2,17;11,91;"Até 5 mil";185;14,59;40,54;3,78;17,3;23,78;12;8,33;16,67;NA;8,33;66,67
