"Codigo";"UF";"Municipio";"ValMedio";"Q2";"Mediana";"Q3";"Classe"
3145307;"MG";"Novo Cruzeiro";241;75;154;292;"De 20 a 50 mil"
3533502;"SP";"Novo Horizonte";718;333;510;796;"De 20 a 50 mil"
2309409;"CE";"Novo Oriente";204;43;128;255;"De 20 a 50 mil"
1505031;"PA";"Novo Progresso";508;185;333;550;"De 20 a 50 mil"
1505106;"PA";"Óbidos";221;60;128;250;"De 20 a 50 mil"
2309458;"CE";"Ocara";199;56;133;255;"De 20 a 50 mil"
2207009;"PI";"Oeiras";312;91;186;350;"De 20 a 50 mil"
1505205;"PA";"Oeiras do Pará";155;48;92;176;"De 20 a 50 mil"
1600501;"AP";"Oiapoque";464;126;255;501;"De 20 a 50 mil"
2705705;"AL";"Olho d'Água das Flores";252;73;146;280;"De 20 a 50 mil"
2923100;"BA";"Olindina";213;50;120;255;"De 20 a 50 mil"
3145604;"MG";"Oliveira";557;246;383;578;"De 20 a 50 mil"
2923209;"BA";"Oliveira dos Brejinhos";210;51;128;255;"De 20 a 50 mil"
3534302;"SP";"Orlândia";768;328;510;817;"De 20 a 50 mil"
4211702;"SC";"Orleans";718;342;510;833;"De 20 a 50 mil"
2609709;"PE";"Orobó";226;63;146;280;"De 20 a 50 mil"
2309508;"CE";"Orós";257;87;170;330;"De 20 a 50 mil"
4117305;"PR";"Ortigueira";355;129;250;429;"De 20 a 50 mil"
4313508;"RS";"Osório";792;306;510;890;"De 20 a 50 mil"
3534609;"SP";"Osvaldo Cruz";690;310;510;750;"De 20 a 50 mil"
1505437;"PA";"Ourilândia do Norte";406;143;255;450;"De 20 a 50 mil"
3145901;"MG";"Ouro Branco";743;267;500;837;"De 20 a 50 mil"
3146008;"MG";"Ouro Fino";574;255;417;630;"De 20 a 50 mil"
1100155;"RO";"Ouro Preto do Oeste";536;200;345;600;"De 20 a 50 mil"
1505486;"PA";"Pacajá";250;67;133;255;"De 20 a 50 mil"
5215603;"GO";"Padre Bernardo";395;150;255;472;"De 20 a 50 mil"
4117503;"PR";"Paiçandu";529;300;450;642;"De 20 a 50 mil"
4117602;"PR";"Palmas";500;170;306;540;"De 20 a 50 mil"
2923407;"BA";"Palmas de Monte Alto";229;81;162;291;"De 20 a 50 mil"
4117701;"PR";"Palmeira";572;225;393;650;"De 20 a 50 mil"
4313706;"RS";"Palmeira das Missões";605;204;384;673;"De 20 a 50 mil"
5215702;"GO";"Palmeiras de Goiás";566;250;400;625;"De 20 a 50 mil"
3535309;"SP";"Palmital";626;270;467;700;"De 20 a 50 mil"
4117909;"PR";"Palotina";764;330;510;863;"De 20 a 50 mil"
4313904;"RS";"Panambi";746;340;533;850;"De 20 a 50 mil"
3204005;"ES";"Pancas";390;150;255;469;"De 20 a 50 mil"
2610202;"PE";"Panelas";219;50;136;282;"De 20 a 50 mil"
2706406;"AL";"Pão de Açúcar";222;56;128;255;"De 20 a 50 mil"
3303609;"RJ";"Paracambi";517;233;383;612;"De 20 a 50 mil"
2310209;"CE";"Paracuru";282;97;170;317;"De 20 a 50 mil"
3147204;"MG";"Paraguaçu";510;252;383;558;"De 20 a 50 mil"
3535507;"SP";"Paraguaçu Paulista";609;255;425;672;"De 20 a 50 mil"
3303708;"RJ";"Paraíba do Sul";545;210;360;583;"De 20 a 50 mil"
2107704;"MA";"Paraibano";246;60;156;306;"De 20 a 50 mil"
2310258;"CE";"Paraipaba";251;93;167;298;"De 20 a 50 mil"
1716109;"TO";"Paraíso do Tocantins";612;220;375;625;"De 20 a 50 mil"
2310308;"CE";"Parambu";191;60;128;255;"De 20 a 50 mil"
2923605;"BA";"Paramirim";334;104;204;375;"De 20 a 50 mil"
5006309;"MS";"Paranaíba";656;255;427;678;"De 20 a 50 mil"
3147402;"MG";"Paraopeba";454;200;340;510;"De 20 a 50 mil"
2923704;"BA";"Paratinga";187;38;124;246;"De 20 a 50 mil"
3303807;"RJ";"Paraty";655;244;405;706;"De 20 a 50 mil"
2408904;"RN";"Parelhas";346;135;244;412;"De 20 a 50 mil"
2923803;"BA";"Paripiranga";254;66;154;306;"De 20 a 50 mil"
2610400;"PE";"Parnamirim";234;64;138;270;"De 20 a 50 mil"
2107803;"MA";"Parnarama";202;47;128;255;"De 20 a 50 mil"
2610509;"PE";"Passira";246;100;170;300;"De 20 a 50 mil"
3303856;"RJ";"Paty do Alferes";432;170;299;503;"De 20 a 50 mil"
2409407;"RN";"Pau dos Ferros";446;156;270;510;"De 20 a 50 mil"
2108108;"MA";"Paulo Ramos";237;67;140;255;"De 20 a 50 mil"
3536703;"SP";"Pederneiras";644;280;476;750;"De 20 a 50 mil"
2610806;"PE";"Pedra";223;67;128;255;"De 20 a 50 mil"
3148707;"MG";"Pedra Azul";314;102;178;340;"De 20 a 50 mil"
2310506;"CE";"Pedra Branca";221;63;150;273;"De 20 a 50 mil"
2511202;"PB";"Pedras de Fogo";236;87;160;280;"De 20 a 50 mil"
3537107;"SP";"Pedreira";703;366;529;800;"De 20 a 50 mil"
2108207;"MA";"Pedreiras";347;125;218;383;"De 20 a 50 mil"
3204054;"ES";"Pedro Canário";433;156;260;500;"De 20 a 50 mil"
2108256;"MA";"Pedro do Rosário";155;37;100;195;"De 20 a 50 mil"
2207900;"PI";"Pedro II";232;63;143;270;"De 20 a 50 mil"
5106422;"MT";"Peixoto de Azevedo";383;128;244;430;"De 20 a 50 mil"
2108306;"MA";"Penalva";184;62;128;234;"De 20 a 50 mil"
4212502;"SC";"Penha";705;340;525;833;"De 20 a 50 mil"
2310704;"CE";"Pentecoste";239;75;156;283;"De 20 a 50 mil"
3149903;"MG";"Perdões";562;220;375;587;"De 20 a 50 mil"
3537404;"SP";"Pereira Barreto";648;262;464;705;"De 20 a 50 mil"
2108454;"MA";"Peritoró";194;50;127;237;"De 20 a 50 mil"
2611002;"PE";"Petrolândia";296;91;170;340;"De 20 a 50 mil"
2924405;"BA";"Pilão Arcado";172;31;108;233;"De 20 a 50 mil"
2706901;"AL";"Pilar";269;102;172;324;"De 20 a 50 mil"
3537909;"SP";"Pilar do Sul";480;204;342;558;"De 20 a 50 mil"
1100189;"RO";"Pimenta Bueno";580;220;378;625;"De 20 a 50 mil"
2108504;"MA";"Pindaré-Mirim";252;81;152;295;"De 20 a 50 mil"
2924603;"BA";"Pindobaçu";228;64;133;255;"De 20 a 50 mil"
4119301;"PR";"Pinhão";358;124;231;440;"De 20 a 50 mil"
3303955;"RJ";"Pinheiral";561;225;383;650;"De 20 a 50 mil"
3204104;"ES";"Pinheiros";447;170;286;510;"De 20 a 50 mil"
2108702;"MA";"Pio XII";216;64;131;255;"De 20 a 50 mil"
3538600;"SP";"Piracaia";626;263;450;690;"De 20 a 50 mil"
5217104;"GO";"Piracanjuba";656;255;428;670;"De 20 a 50 mil"
2208304;"PI";"Piracuruca";263;80;161;306;"De 20 a 50 mil"
3304003;"RJ";"Piraí";567;233;390;643;"De 20 a 50 mil"
4119400;"PR";"Piraí do Sul";475;175;306;510;"De 20 a 50 mil"
3538808;"SP";"Piraju";666;275;475;750;"De 20 a 50 mil"
3538907;"SP";"Pirajuí";686;263;490;783;"De 20 a 50 mil"
2707107;"AL";"Piranhas";267;60;129;268;"De 20 a 50 mil"
3539202;"SP";"Pirapozinho";610;260;450;703;"De 20 a 50 mil"
5217302;"GO";"Pirenópolis";513;200;340;517;"De 20 a 50 mil"
5217401;"GO";"Pires do Rio";630;255;433;680;"De 20 a 50 mil"
2924801;"BA";"Piritiba";239;75;150;267;"De 20 a 50 mil"
4119608;"PR";"Pitanga";472;170;310;510;"De 20 a 50 mil"
3539509;"SP";"Pitangueiras";574;258;428;686;"De 20 a 50 mil"
3151404;"MG";"Pitangui";558;246;383;600;"De 20 a 50 mil"
3151503;"MG";"Piumhi";638;267;455;670;"De 20 a 50 mil"
1505650;"PA";"Placas";205;63;125;237;"De 20 a 50 mil"
2925006;"BA";"Planalto";252;99;170;317;"De 20 a 50 mil"
2805406;"SE";"Poço Redondo";177;42;100;200;"De 20 a 50 mil"
2805505;"SE";"Poço Verde";243;67;156;306;"De 20 a 50 mil"
2925105;"BA";"Poções";267;81;170;340;"De 20 a 50 mil"
5106505;"MT";"Poconé";379;156;255;450;"De 20 a 50 mil"
2925204;"BA";"Pojuca";404;144;255;467;"De 20 a 50 mil"
2512101;"PB";"Pombal";330;110;204;383;"De 20 a 50 mil"
2611309;"PE";"Pombos";268;107;175;333;"De 20 a 50 mil"
4213203;"SC";"Pomerode";877;500;693;1000;"De 20 a 50 mil"
3152006;"MG";"Pompéu";497;200;338;510;"De 20 a 50 mil"
1505700;"PA";"Ponta de Pedras";200;60;127;243;"De 20 a 50 mil"
3540200;"SP";"Pontal";589;275;450;705;"De 20 a 50 mil"
4119954;"PR";"Pontal do Paraná";678;250;450;750;"De 20 a 50 mil"
5106752;"MT";"Pontes e Lacerda";602;230;380;630;"De 20 a 50 mil"
5218003;"GO";"Porangatu";534;200;340;546;"De 20 a 50 mil"
4314803;"RS";"Portão";623;300;490;738;"De 20 a 50 mil"
3152204;"MG";"Porteirinha";284;102;193;340;"De 20 a 50 mil"
2707305;"AL";"Porto Calvo";237;93;156;261;"De 20 a 50 mil"
2805604;"SE";"Porto da Folha";213;62;125;255;"De 20 a 50 mil"
1505908;"PA";"Porto de Moz";160;50;100;181;"De 20 a 50 mil"
3540606;"SP";"Porto Feliz";665;300;500;750;"De 20 a 50 mil"
2109007;"MA";"Porto Franco";422;134;255;462;"De 20 a 50 mil"
1718204;"TO";"Porto Nacional";522;170;300;520;"De 20 a 50 mil"
4213609;"SC";"Porto União";707;256;473;750;"De 20 a 50 mil"
5218300;"GO";"Posse";434;143;255;502;"De 20 a 50 mil"
2925501;"BA";"Prado";321;102;187;342;"De 20 a 50 mil"
1506005;"PA";"Prainha";161;44;92;175;"De 20 a 50 mil"
3152808;"MG";"Prata";673;267;446;680;"De 20 a 50 mil"
2109106;"MA";"Presidente Dutra";334;103;200;350;"De 20 a 50 mil"
3541307;"SP";"Presidente Epitácio";587;245;400;655;"De 20 a 50 mil"
1303536;"AM";"Presidente Figueiredo";402;128;250;455;"De 20 a 50 mil"
1100254;"RO";"Presidente Médici";437;163;300;510;"De 20 a 50 mil"
2925758;"BA";"Presidente Tancredo Neves";228;73;142;275;"De 20 a 50 mil"
3541505;"SP";"Presidente Venceslau";752;297;503;833;"De 20 a 50 mil"
2512309;"PB";"Princesa Isabel";288;102;200;347;"De 20 a 50 mil"
3541604;"SP";"Promissão";620;274;468;740;"De 20 a 50 mil"
2805703;"SE";"Propriá";360;117;208;427;"De 20 a 50 mil"
4120606;"PR";"Prudentópolis";433;167;310;510;"De 20 a 50 mil"
4315305;"RS";"Quaraí";494;178;335;513;"De 20 a 50 mil"
4120903;"PR";"Quedas do Iguaçu";449;150;302;510;"De 20 a 50 mil"
2512507;"PB";"Queimadas";268;113;200;340;"De 20 a 50 mil"
2925808;"BA";"Queimadas";233;75;150;285;"De 20 a 50 mil"
2925907;"BA";"Quijingue";194;47;123;253;"De 20 a 50 mil"
2611507;"PE";"Quipapá";195;75;128;250;"De 20 a 50 mil"
5218508;"GO";"Quirinópolis";657;284;468;703;"De 20 a 50 mil"
3304151;"RJ";"Quissamã";512;193;328;543;"De 20 a 50 mil"
2925956;"BA";"Rafael Jambeiro";213;68;148;273;"De 20 a 50 mil"
3542206;"SP";"Rancharia";611;255;433;670;"De 20 a 50 mil"
2109452;"MA";"Raposa";245;100;170;275;"De 20 a 50 mil"
3154002;"MG";"Raul Soares";408;150;263;510;"De 20 a 50 mil"
2311603;"CE";"Redenção";246;83;170;306;"De 20 a 50 mil"
2926004;"BA";"Remanso";253;75;160;306;"De 20 a 50 mil"
4121703;"PR";"Reserva";378;133;255;455;"De 20 a 50 mil"
2109502;"MA";"Riachão";237;73;152;268;"De 20 a 50 mil"
2926202;"BA";"Riachão das Neves";218;73;150;255;"De 20 a 50 mil"
2926301;"BA";"Riachão do Jacuípe";287;102;198;340;"De 20 a 50 mil"
2926400;"BA";"Riacho de Santana";233;75;150;273;"De 20 a 50 mil"
5007109;"MS";"Ribas do Rio Pardo";493;200;331;520;"De 20 a 50 mil"
2926608;"BA";"Ribeira do Pombal";311;98;188;360;"De 20 a 50 mil"
2611804;"PE";"Ribeirão";273;117;175;314;"De 20 a 50 mil"
4122206;"PR";"Rio Branco do Sul";463;200;340;537;"De 20 a 50 mil"
5007208;"MS";"Rio Brilhante";600;233;386;653;"De 20 a 50 mil"
3544004;"SP";"Rio das Pedras";686;326;510;810;"De 20 a 50 mil"
2611903;"PE";"Rio Formoso";264;115;172;302;"De 20 a 50 mil"
3544103;"SP";"Rio Grande da Serra";507;242;400;633;"De 20 a 50 mil"
4215000;"SC";"Rio Negrinho";563;260;425;650;"De 20 a 50 mil"
4122305;"PR";"Rio Negro";638;255;453;733;"De 20 a 50 mil"
4315701;"RS";"Rio Pardo";553;201;375;642;"De 20 a 50 mil"
3155603;"MG";"Rio Pardo de Minas";256;98;170;303;"De 20 a 50 mil"
1303569;"AM";"Rio Preto da Eva";305;113;190;328;"De 20 a 50 mil"
2927002;"BA";"Rio Real";243;73;148;288;"De 20 a 50 mil"
2512903;"PB";"Rio Tinto";279;102;183;340;"De 20 a 50 mil"
1506187;"PA";"Rondon do Pará";303;113;193;340;"De 20 a 50 mil"
1400472;"RR";"Rorainópolis";333;101;182;350;"De 20 a 50 mil"
2109601;"MA";"Rosário";241;81;156;283;"De 20 a 50 mil"
4316402;"RS";"Rosário do Sul";569;200;370;610;"De 20 a 50 mil"
1506195;"PA";"Rurópolis";208;80;133;240;"De 20 a 50 mil"
2927200;"BA";"Ruy Barbosa";270;88;170;322;"De 20 a 50 mil"
3156908;"MG";"Sacramento";639;267;467;700;"De 20 a 50 mil"
3157005;"MG";"Salinas";405;129;255;462;"De 20 a 50 mil"
1506203;"PA";"Salinópolis";354;120;219;371;"De 20 a 50 mil"
3545308;"SP";"Salto de Pirapora";553;255;418;667;"De 20 a 50 mil"
1506302;"PA";"Salvaterra";271;83;167;303;"De 20 a 50 mil"
2612406;"PE";"Sanharó";253;96;170;305;"De 20 a 50 mil"
3157203;"MG";"Santa Bárbara";477;200;340;528;"De 20 a 50 mil"
2411205;"RN";"Santa Cruz";309;100;192;362;"De 20 a 50 mil"
2927705;"BA";"Santa Cruz Cabrália";336;102;183;343;"De 20 a 50 mil"
3546306;"SP";"Santa Cruz das Palmeiras";615;269;464;710;"De 20 a 50 mil"
3546405;"SP";"Santa Cruz do Rio Pardo";722;306;510;825;"De 20 a 50 mil"
3546603;"SP";"Santa Fé do Sul";755;340;510;833;"De 20 a 50 mil"
3546702;"SP";"Santa Gertrudes";634;333;503;767;"De 20 a 50 mil"
2109809;"MA";"Santa Helena";215;73;147;255;"De 20 a 50 mil"
4123501;"PR";"Santa Helena";603;255;436;680;"De 20 a 50 mil"
5219308;"GO";"Santa Helena de Goiás";595;254;400;638;"De 20 a 50 mil"
2110039;"MA";"Santa Luzia do Paruá";255;97;170;282;"De 20 a 50 mil"
2612604;"PE";"Santa Maria da Boa Vista";223;67;131;255;"De 20 a 50 mil"
2928109;"BA";"Santa Maria da Vitória";299;87;170;340;"De 20 a 50 mil"
3204559;"ES";"Santa Maria de Jetibá";455;186;333;510;"De 20 a 50 mil"
1506609;"PA";"Santa Maria do Pará";281;95;170;313;"De 20 a 50 mil"
2312205;"CE";"Santa Quitéria";215;51;130;255;"De 20 a 50 mil"
2110104;"MA";"Santa Quitéria do Maranhão";173;51;112;212;"De 20 a 50 mil"
2110203;"MA";"Santa Rita";235;89;167;278;"De 20 a 50 mil"
2928406;"BA";"Santa Rita de Cássia";227;50;133;262;"De 20 a 50 mil"
3547502;"SP";"Santa Rita do Passa Quatro";785;340;546;900;"De 20 a 50 mil"
3159605;"MG";"Santa Rita do Sapucaí";637;255;418;667;"De 20 a 50 mil"
3547601;"SP";"Santa Rosa de Viterbo";657;268;470;740;"De 20 a 50 mil"
3204609;"ES";"Santa Teresa";602;233;400;667;"De 20 a 50 mil"
4124053;"PR";"Santa Terezinha de Itaipu";581;253;423;700;"De 20 a 50 mil"
4317301;"RS";"Santa Vitória do Palmar";567;195;350;581;"De 20 a 50 mil"
2928000;"BA";"Santaluz";231;80;153;270;"De 20 a 50 mil"
2928208;"BA";"Santana";273;80;170;333;"De 20 a 50 mil"
2312007;"CE";"Santana do Acaraú";191;38;107;237;"De 20 a 50 mil"
2708006;"AL";"Santana do Ipanema";257;54;133;300;"De 20 a 50 mil"
3158953;"MG";"Santana do Paraíso";440;200;340;516;"De 20 a 50 mil"
4317400;"RS";"Santiago";726;267;500;803;"De 20 a 50 mil"
3547700;"SP";"Santo Anastácio";610;255;428;690;"De 20 a 50 mil"
2411502;"RN";"Santo Antônio";274;85;170;337;"De 20 a 50 mil"
4317608;"RS";"Santo Antônio da Patrulha";613;275;477;682;"De 20 a 50 mil"
4124103;"PR";"Santo Antônio da Platina";608;255;403;645;"De 20 a 50 mil"
3304706;"RJ";"Santo Antônio de Pádua";547;204;340;553;"De 20 a 50 mil"
3548005;"SP";"Santo Antônio de Posse";601;270;455;691;"De 20 a 50 mil"
1303700;"AM";"Santo Antônio do Içá";160;50;99;178;"De 20 a 50 mil"
3160405;"MG";"Santo Antônio do Monte";595;276;459;667;"De 20 a 50 mil"
1507003;"PA";"Santo Antônio do Tauá";274;102;172;325;"De 20 a 50 mil"
2928802;"BA";"Santo Estêvão";287;100;193;340;"De 20 a 50 mil"
3160702;"MG";"Santos Dumont";493;182;340;568;"De 20 a 50 mil"
2312304;"CE";"São Benedito";255;75;147;296;"De 20 a 50 mil"
2110500;"MA";"São Bento";209;64;136;255;"De 20 a 50 mil"
2513901;"PB";"São Bento";279;100;187;337;"De 20 a 50 mil"
2110609;"MA";"São Bernardo";202;57;128;250;"De 20 a 50 mil"
2613107;"PE";"São Caitano";274;90;185;340;"De 20 a 50 mil"
2928901;"BA";"São Desidério";309;100;200;370;"De 20 a 50 mil"
1507151;"PA";"São Domingos do Araguaia";275;102;173;306;"De 20 a 50 mil"
1507201;"PA";"São Domingos do Capim";154;42;91;180;"De 20 a 50 mil"
2110708;"MA";"São Domingos do Maranhão";222;57;128;255;"De 20 a 50 mil"
2929107;"BA";"São Felipe";241;83;170;305;"De 20 a 50 mil"
3304805;"RJ";"São Fidélis";496;204;340;524;"De 20 a 50 mil"
3304755;"RJ";"São Francisco de Itabapoana";338;128;251;407;"De 20 a 50 mil"
4318200;"RS";"São Francisco de Paula";556;219;394;637;"De 20 a 50 mil"
2929206;"BA";"São Francisco do Conde";355;143;250;408;"De 20 a 50 mil"
4216206;"SC";"São Francisco do Sul";747;300;510;867;"De 20 a 50 mil"
1303809;"AM";"São Gabriel da Cachoeira";353;85;167;337;"De 20 a 50 mil"
3204708;"ES";"São Gabriel da Palha";575;250;399;600;"De 20 a 50 mil"
5007695;"MS";"São Gabriel do Oeste";754;263;478;767;"De 20 a 50 mil"
1507458;"PA";"São Geraldo do Araguaia";311;113;200;342;"De 20 a 50 mil"
2312403;"CE";"São Gonçalo do Amarante";269;107;183;325;"De 20 a 50 mil"
3162005;"MG";"São Gonçalo do Sapucaí";511;202;340;510;"De 20 a 50 mil"
2929305;"BA";"São Gonçalo dos Campos";315;128;216;368;"De 20 a 50 mil"
3162104;"MG";"São Gotardo";628;267;450;670;"De 20 a 50 mil"
4318408;"RS";"São Jerônimo";665;228;408;733;"De 20 a 50 mil"
2613206;"PE";"São João";215;57;129;255;"De 20 a 50 mil"
4216305;"SC";"São João Batista";720;425;600;870;"De 20 a 50 mil"
3305000;"RJ";"São João da Barra";485;188;310;510;"De 20 a 50 mil"
3162401;"MG";"São João da Ponte";221;75;150;270;"De 20 a 50 mil"
1507474;"PA";"São João de Pirabas";222;60;128;255;"De 20 a 50 mil"
3162708;"MG";"São João do Paraíso";289;125;204;340;"De 20 a 50 mil"
2111102;"MA";"São João dos Patos";322;102;203;383;"De 20 a 50 mil"
3162906;"MG";"São João Nepomuceno";556;255;406;605;"De 20 a 50 mil"
4216503;"SC";"São Joaquim";542;240;383;583;"De 20 a 50 mil"
3549409;"SP";"São Joaquim da Barra";732;340;530;845;"De 20 a 50 mil"
3162922;"MG";"São Joaquim de Bicas";433;191;320;510;"De 20 a 50 mil"
2613305;"PE";"São Joaquim do Monte";219;67;142;267;"De 20 a 50 mil"
2708303;"AL";"São José da Laje";245;97;158;270;"De 20 a 50 mil"
2708402;"AL";"São José da Tapera";165;34;95;200;"De 20 a 50 mil"
2412203;"RN";"São José de Mipibu";297;102;170;340;"De 20 a 50 mil"
2613503;"PE";"São José do Belmonte";250;70;153;303;"De 20 a 50 mil"
2613602;"PE";"São José do Egito";305;97;183;350;"De 20 a 50 mil"
4318507;"RS";"São José do Norte";418;175;320;510;"De 20 a 50 mil"
3305158;"RJ";"São José do Vale do Rio Preto";437;184;318;510;"De 20 a 50 mil"
3163706;"MG";"São Lourenço";747;255;445;765;"De 20 a 50 mil"
4216909;"SC";"São Lourenço do Oeste";668;314;510;765;"De 20 a 50 mil"
4318804;"RS";"São Lourenço do Sul";604;255;437;672;"De 20 a 50 mil"
5220108;"GO";"São Luís de Montes Belos";615;255;426;667;"De 20 a 50 mil"
2708501;"AL";"São Luís do Quitunde";214;85;146;255;"De 20 a 50 mil"
2111409;"MA";"São Luís Gonzaga do Maranhão";192;56;128;245;"De 20 a 50 mil"
4318903;"RS";"São Luiz Gonzaga";652;228;427;740;"De 20 a 50 mil"
3550100;"SP";"São Manuel";652;300;500;753;"De 20 a 50 mil"
4319000;"RS";"São Marcos";815;420;640;1000;"De 20 a 50 mil"
2111508;"MA";"São Mateus do Maranhão";256;75;155;282;"De 20 a 50 mil"
4125605;"PR";"São Mateus do Sul";589;219;383;655;"De 20 a 50 mil"
2412500;"RN";"São Miguel";244;72;162;315;"De 20 a 50 mil"
3550209;"SP";"São Miguel Arcanjo";470;177;306;510;"De 20 a 50 mil"
5220207;"GO";"São Miguel do Araguaia";489;195;319;510;"De 20 a 50 mil"
1100320;"RO";"São Miguel do Guaporé";361;124;242;450;"De 20 a 50 mil"
4125704;"PR";"São Miguel do Iguaçu";568;233;400;650;"De 20 a 50 mil"
4217204;"SC";"São Miguel do Oeste";889;380;586;933;"De 20 a 50 mil"
1303908;"AM";"São Paulo de Olivença";152;51;100;170;"De 20 a 50 mil"
3550407;"SP";"São Pedro";707;300;503;800;"De 20 a 50 mil"
2210607;"PI";"São Raimundo Nonato";354;113;209;400;"De 20 a 50 mil"
2708808;"AL";"São Sebastião";196;60;128;254;"De 20 a 50 mil"
1507706;"PA";"São Sebastião da Boa Vista";172;64;112;200;"De 20 a 50 mil"
4319505;"RS";"São Sebastião do Caí";705;325;510;789;"De 20 a 50 mil"
2929503;"BA";"São Sebastião do Passé";371;128;243;450;"De 20 a 50 mil"
4319604;"RS";"São Sepé";599;206;380;607;"De 20 a 50 mil"
2111706;"MA";"São Vicente Ferrer";175;40;116;218;"De 20 a 50 mil"
4320107;"RS";"Sarandi";799;340;510;837;"De 20 a 50 mil"
3165537;"MG";"Sarzedo";521;250;400;608;"De 20 a 50 mil"
2929909;"BA";"Seabra";292;69;165;330;"De 20 a 50 mil"
1200500;"AC";"Sena Madureira";335;100;176;350;"De 20 a 50 mil"
1200450;"AC";"Senador Guiomard";406;128;233;437;"De 20 a 50 mil"
2312700;"CE";"Senador Pompeu";268;83;170;340;"De 20 a 50 mil"
2930204;"BA";"Sento Sé";201;57;127;230;"De 20 a 50 mil"
2930154;"BA";"Serra do Ramalho";200;67;133;255;"De 20 a 50 mil"
3551603;"SP";"Serra Negra";811;340;522;855;"De 20 a 50 mil"
3551504;"SP";"Serrana";583;285;474;717;"De 20 a 50 mil"
3167103;"MG";"Serro";322;96;170;340;"De 20 a 50 mil"
2614105;"PE";"Sertânia";301;100;177;340;"De 20 a 50 mil"
5007901;"MS";"Sidrolândia";493;170;305;510;"De 20 a 50 mil"
3305604;"RJ";"Silva Jardim";439;170;293;510;"De 20 a 50 mil"
2807105;"SE";"Simão Dias";278;100;184;340;"De 20 a 50 mil"
2614204;"PE";"Sirinhaém";248;111;170;283;"De 20 a 50 mil"
2930774;"BA";"Sobradinho";315;114;200;365;"De 20 a 50 mil"
3552106;"SP";"Socorro";671;318;507;755;"De 20 a 50 mil"
2516003;"PB";"Solânea";272;83;170;340;"De 20 a 50 mil"
4320800;"RS";"Soledade";603;233;403;675;"De 20 a 50 mil"
4217709;"SC";"Sombrio";638;325;503;750;"De 20 a 50 mil"
3205010;"ES";"Sooretama";383;150;255;478;"De 20 a 50 mil"
1507904;"PA";"Soure";291;86;168;313;"De 20 a 50 mil"
2614600;"PE";"Tabira";262;80;165;328;"De 20 a 50 mil"
2313104;"CE";"Tabuleiro do Norte";339;125;243;425;"De 20 a 50 mil"
2614808;"PE";"Tacaratu";205;63;133;255;"De 20 a 50 mil"
3168002;"MG";"Taiobeiras";360;133;244;408;"De 20 a 50 mil"
2614857;"PE";"Tamandaré";255;100;170;280;"De 20 a 50 mil"
3553302;"SP";"Tambaú";630;287;467;717;"De 20 a 50 mil"
2313203;"CE";"Tamboril";194;43;128;255;"De 20 a 50 mil"
3553401;"SP";"Tanabi";685;325;510;767;"De 20 a 50 mil"
3305752;"RJ";"Tanguá";404;175;300;510;"De 20 a 50 mil"
2931004;"BA";"Tanhaçu";240;73;157;300;"De 20 a 50 mil"
4321303;"RS";"Taquari";667;267;500;750;"De 20 a 50 mil"
2615003;"PE";"Taquaritinga do Norte";357;153;262;455;"De 20 a 50 mil"
3553807;"SP";"Taquarituba";518;217;354;560;"De 20 a 50 mil"
1200609;"AC";"Tarauacá";257;64;128;256;"De 20 a 50 mil"
3554300;"SP";"Teodoro Sampaio";519;225;374;605;"De 20 a 50 mil"
2931509;"BA";"Teofilândia";253;73;166;305;"De 20 a 50 mil"
2709152;"AL";"Teotônio Vilela";218;85;149;255;"De 20 a 50 mil"
4321451;"RS";"Teutônia";761;420;593;875;"De 20 a 50 mil"
3554508;"SP";"Tietê";798;350;548;898;"De 20 a 50 mil"
4218004;"SC";"Tijucas";759;370;575;899;"De 20 a 50 mil"
2112100;"MA";"Timbiras";171;37;102;204;"De 20 a 50 mil"
4218202;"SC";"Timbó";898;500;700;1000;"De 20 a 50 mil"
2807402;"SE";"Tobias Barreto";300;95;190;357;"De 20 a 50 mil"
1721208;"TO";"Tocantinópolis";397;128;228;433;"De 20 a 50 mil"
2615409;"PE";"Toritama";401;175;300;500;"De 20 a 50 mil"
4321501;"RS";"Torres";770;303;510;850;"De 20 a 50 mil"
2414407;"RN";"Touros";233;75;149;274;"De 20 a 50 mil"
1508035;"PA";"Tracuateua";186;50;110;209;"De 20 a 50 mil"
2709202;"AL";"Traipu";173;30;99;204;"De 20 a 50 mil"
4321600;"RS";"Tramandaí";668;250;442;750;"De 20 a 50 mil"
3554805;"SP";"Tremembé";803;263;500;907;"De 20 a 50 mil"
4321709;"RS";"Três Coroas";690;383;540;775;"De 20 a 50 mil"
4321808;"RS";"Três de Maio";727;318;510;828;"De 20 a 50 mil"
3169356;"MG";"Três Marias";516;203;350;565;"De 20 a 50 mil"
4321907;"RS";"Três Passos";709;325;510;813;"De 20 a 50 mil"
2615607;"PE";"Trindade";279;102;170;304;"De 20 a 50 mil"
4322004;"RS";"Triunfo";598;255;453;716;"De 20 a 50 mil"
1508084;"PA";"Tucumã";442;153;262;500;"De 20 a 50 mil"
2112308;"MA";"Tuntum";214;57;130;255;"De 20 a 50 mil"
3169604;"MG";"Tupaciguara";562;233;378;600;"De 20 a 50 mil"
2615805;"PE";"Tupanatinga";177;38;102;220;"De 20 a 50 mil"
4322202;"RS";"Tupanciretã";609;200;350;600;"De 20 a 50 mil"
