"Codigo";"UF";"Municipio";"Total";"Ate70R$";"Ate1/4";"Ate1/2";"Ate60%";"Classe"
2927705;"BA";"Santa Cruz Cabrália";2700;21,7;49,07;83,04;74,52;"De 20 a 50 mil"
3546306;"SP";"Santa Cruz das Palmeiras";420;2,38;5,24;39,29;35,71;"De 20 a 50 mil"
3546405;"SP";"Santa Cruz do Rio Pardo";2795;0,36;7,44;30,2;22;"De 20 a 50 mil"
3546603;"SP";"Santa Fé do Sul";470;NA;3,4;11,91;5,53;"De 20 a 50 mil"
3546702;"SP";"Santa Gertrudes";141;NA;2,84;24,82;17,73;"De 20 a 50 mil"
2109809;"MA";"Santa Helena";15044;37,75;62,2;87,24;82,31;"De 20 a 50 mil"
4123501;"PR";"Santa Helena";215;7,91;10,7;30,7;20,93;"De 20 a 50 mil"
5219308;"GO";"Santa Helena de Goiás";1421;1,83;9,43;43,7;32,02;"De 20 a 50 mil"
2110039;"MA";"Santa Luzia do Paruá";4442;27,26;54,8;84,8;79,18;"De 20 a 50 mil"
2612604;"PE";"Santa Maria da Boa Vista";7970;37,55;60,43;86,09;80,51;"De 20 a 50 mil"
2928109;"BA";"Santa Maria da Vitória";7658;37,5;59,43;83,3;77,12;"De 20 a 50 mil"
3204559;"ES";"Santa Maria de Jetibá";9514;10,36;26,27;55,33;46,98;"De 20 a 50 mil"
1506609;"PA";"Santa Maria do Pará";5087;26,18;57,5;84,49;79,42;"De 20 a 50 mil"
2312205;"CE";"Santa Quitéria";16424;49,09;66,38;87,24;82,32;"De 20 a 50 mil"
2110104;"MA";"Santa Quitéria do Maranhão";13843;44,12;66,85;89,14;85,39;"De 20 a 50 mil"
2110203;"MA";"Santa Rita";9342;29,63;52,54;84,66;78,76;"De 20 a 50 mil"
2928406;"BA";"Santa Rita de Cássia";7254;46,97;64,38;84,85;79,06;"De 20 a 50 mil"
3547502;"SP";"Santa Rita do Passa Quatro";959;0,63;5,42;28,05;20,96;"De 20 a 50 mil"
3159605;"MG";"Santa Rita do Sapucaí";3358;0,54;19,62;60,21;45,89;"De 20 a 50 mil"
3547601;"SP";"Santa Rosa de Viterbo";13;NA;NA;30,77;0;"De 20 a 50 mil"
3204609;"ES";"Santa Teresa";2651;4,9;22,37;50,43;43,61;"De 20 a 50 mil"
4124053;"PR";"Santa Terezinha de Itaipu";952;1,89;12,39;39,39;31,51;"De 20 a 50 mil"
4317301;"RS";"Santa Vitória do Palmar";1130;1,5;11,68;40;31,5;"De 20 a 50 mil"
2928000;"BA";"Santaluz";8320;28,34;53,92;83,83;77,82;"De 20 a 50 mil"
2928208;"BA";"Santana";1645;31,12;52,16;76,23;70,03;"De 20 a 50 mil"
2312007;"CE";"Santana do Acaraú";9892;52,77;71,1;89,6;84,99;"De 20 a 50 mil"
2708006;"AL";"Santana do Ipanema";11076;53,95;72,38;90;85,51;"De 20 a 50 mil"
3158953;"MG";"Santana do Paraíso";600;3,83;23,33;52,67;40,17;"De 20 a 50 mil"
4317400;"RS";"Santiago";1821;4,06;11,59;34,49;28,39;"De 20 a 50 mil"
3547700;"SP";"Santo Anastácio";1096;0,82;11,68;44,98;35,68;"De 20 a 50 mil"
2411502;"RN";"Santo Antônio";4069;32,1;52,22;81,49;74,91;"De 20 a 50 mil"
4317608;"RS";"Santo Antônio da Patrulha";1625;8,86;22,77;47,51;38,46;"De 20 a 50 mil"
4124103;"PR";"Santo Antônio da Platina";3315;2,29;14,57;44,98;36,05;"De 20 a 50 mil"
3304706;"RJ";"Santo Antônio de Pádua";3224;1,77;20,78;56,73;43,7;"De 20 a 50 mil"
3548005;"SP";"Santo Antônio de Posse";327;NA;7,34;24,77;19,57;"De 20 a 50 mil"
1303700;"AM";"Santo Antônio do Içá";8015;44,9;72,24;93,81;90,7;"De 20 a 50 mil"
3160405;"MG";"Santo Antônio do Monte";2083;0,29;9,51;37,45;27,46;"De 20 a 50 mil"
1507003;"PA";"Santo Antônio do Tauá";3707;17,8;42,81;74,51;69,49;"De 20 a 50 mil"
2928802;"BA";"Santo Estêvão";7078;26,62;48,08;77,72;69,94;"De 20 a 50 mil"
3160702;"MG";"Santos Dumont";2048;5,42;26,66;63,33;51,95;"De 20 a 50 mil"
2312304;"CE";"São Benedito";11257;33,99;57,43;81,34;75,86;"De 20 a 50 mil"
2110500;"MA";"São Bento";13501;40,86;64,26;88,81;83,3;"De 20 a 50 mil"
2513901;"PB";"São Bento";3395;22,56;48,48;79,88;73,99;"De 20 a 50 mil"
2110609;"MA";"São Bernardo";9341;41,56;63,86;89,26;84,51;"De 20 a 50 mil"
2613107;"PE";"São Caitano";6484;36,46;54,84;79,67;72,42;"De 20 a 50 mil"
2928901;"BA";"São Desidério";7715;29,57;48,61;73,48;66,96;"De 20 a 50 mil"
1507151;"PA";"São Domingos do Araguaia";5663;18,47;45,06;75,61;70,28;"De 20 a 50 mil"
1507201;"PA";"São Domingos do Capim";14853;54,29;76,24;93,03;89,82;"De 20 a 50 mil"
2110708;"MA";"São Domingos do Maranhão";3048;51,02;70,24;86,52;82,41;"De 20 a 50 mil"
2929107;"BA";"São Felipe";8588;27,24;49,62;76,46;69,74;"De 20 a 50 mil"
3304805;"RJ";"São Fidélis";4888;6,14;21,34;57,02;45,21;"De 20 a 50 mil"
3304755;"RJ";"São Francisco de Itabapoana";6479;11,39;33,62;69,69;57,83;"De 20 a 50 mil"
4318200;"RS";"São Francisco de Paula";1656;4,29;16,49;46,01;37,08;"De 20 a 50 mil"
2929206;"BA";"São Francisco do Conde";361;16,62;34,9;77,29;67,59;"De 20 a 50 mil"
4216206;"SC";"São Francisco do Sul";95;NA;15,79;54,74;42,11;"De 20 a 50 mil"
1303809;"AM";"São Gabriel da Cachoeira";9804;38,48;66,21;89,63;84,77;"De 20 a 50 mil"
3204708;"ES";"São Gabriel da Palha";5752;7,39;24,5;52,16;44,02;"De 20 a 50 mil"
5007695;"MS";"São Gabriel do Oeste";2615;0,99;5,51;30,94;21,49;"De 20 a 50 mil"
1507458;"PA";"São Geraldo do Araguaia";7452;15,83;39,96;71,79;64,44;"De 20 a 50 mil"
2312403;"CE";"São Gonçalo do Amarante";9241;22,92;46,27;79,53;72,04;"De 20 a 50 mil"
3162005;"MG";"São Gonçalo do Sapucaí";1769;1,64;21,71;56,08;47,2;"De 20 a 50 mil"
2929305;"BA";"São Gonçalo dos Campos";6021;12,39;35,34;71,85;62,03;"De 20 a 50 mil"
3162104;"MG";"São Gotardo";1463;0,21;4,72;31,92;22,08;"De 20 a 50 mil"
4318408;"RS";"São Jerônimo";3152;10,44;24,27;50,54;41,24;"De 20 a 50 mil"
2613206;"PE";"São João";7768;39,56;61,52;84,67;79,56;"De 20 a 50 mil"
4216305;"SC";"São João Batista";105;NA;2,86;19,05;15,24;"De 20 a 50 mil"
3305000;"RJ";"São João da Barra";1754;5,3;22,35;56,9;44,7;"De 20 a 50 mil"
3162401;"MG";"São João da Ponte";2910;24,98;47,32;78,18;70,41;"De 20 a 50 mil"
1507474;"PA";"São João de Pirabas";5092;39;63,02;87,57;81,74;"De 20 a 50 mil"
3162708;"MG";"São João do Paraíso";5707;16,82;35,5;70,02;60,63;"De 20 a 50 mil"
2111102;"MA";"São João dos Patos";1760;30,28;49,72;72,78;66,25;"De 20 a 50 mil"
3162906;"MG";"São João Nepomuceno";835;0,36;11,86;47,31;31,38;"De 20 a 50 mil"
4216503;"SC";"São Joaquim";2637;1,21;15,36;52,79;42,09;"De 20 a 50 mil"
3549409;"SP";"São Joaquim da Barra";377;NA;NA;17,77;13,26;"De 20 a 50 mil"
3162922;"MG";"São Joaquim de Bicas";456;4,39;30,7;57,68;47,81;"De 20 a 50 mil"
2613305;"PE";"São Joaquim do Monte";4111;34,88;59,11;82,9;78,06;"De 20 a 50 mil"
2708303;"AL";"São José da Laje";4350;16,69;57,7;90,41;85,95;"De 20 a 50 mil"
2708402;"AL";"São José da Tapera";12547;53,89;73,54;91,31;87,61;"De 20 a 50 mil"
2412203;"RN";"São José de Mipibu";4919;14,82;42,89;74,71;66,52;"De 20 a 50 mil"
2613503;"PE";"São José do Belmonte";9810;36,32;56,03;80,63;74,51;"De 20 a 50 mil"
2613602;"PE";"São José do Egito";8860;27,66;46,04;73,42;66,19;"De 20 a 50 mil"
4318507;"RS";"São José do Norte";1441;8,05;23,53;53,64;43,86;"De 20 a 50 mil"
3305158;"RJ";"São José do Vale do Rio Preto";596;8,05;21,81;62,08;50,67;"De 20 a 50 mil"
3163706;"MG";"São Lourenço";151;NA;12,58;44,37;35,1;"De 20 a 50 mil"
4216909;"SC";"São Lourenço do Oeste";4099;8,1;17,08;39,99;31,32;"De 20 a 50 mil"
4318804;"RS";"São Lourenço do Sul";12988;2,23;7,81;25,41;19,44;"De 20 a 50 mil"
5220108;"GO";"São Luís de Montes Belos";2521;1,35;8,49;38,52;27,89;"De 20 a 50 mil"
2708501;"AL";"São Luís do Quitunde";9960;26,61;62,24;91,54;86,76;"De 20 a 50 mil"
2111409;"MA";"São Luís Gonzaga do Maranhão";6171;42,26;65,63;88,62;83,7;"De 20 a 50 mil"
4318903;"RS";"São Luiz Gonzaga";1574;4,38;19,76;50,64;40,66;"De 20 a 50 mil"
3550100;"SP";"São Manuel";200;NA;7;35;28;"De 20 a 50 mil"
4319000;"RS";"São Marcos";431;NA;4,64;25,29;18,33;"De 20 a 50 mil"
2111508;"MA";"São Mateus do Maranhão";8584;36,01;55,58;83,47;78,02;"De 20 a 50 mil"
4125605;"PR";"São Mateus do Sul";8397;5,55;21,58;53,42;43,05;"De 20 a 50 mil"
2412500;"RN";"São Miguel";2007;44,29;62,53;85,8;81,46;"De 20 a 50 mil"
3550209;"SP";"São Miguel Arcanjo";3139;3,19;19,15;53,04;42,34;"De 20 a 50 mil"
5220207;"GO";"São Miguel do Araguaia";3185;3,67;16,99;53,41;40,57;"De 20 a 50 mil"
1100320;"RO";"São Miguel do Guaporé";9964;19,73;38,4;66,91;60,96;"De 20 a 50 mil"
4125704;"PR";"São Miguel do Iguaçu";2598;14,9;26,1;52,85;43,3;"De 20 a 50 mil"
4217204;"SC";"São Miguel do Oeste";1038;4,24;7,9;24,76;19,36;"De 20 a 50 mil"
1303908;"AM";"São Paulo de Olivença";16764;47,24;76,53;94,44;92,36;"De 20 a 50 mil"
3550407;"SP";"São Pedro";644;1,09;6,99;34,94;26,71;"De 20 a 50 mil"
2210607;"PI";"São Raimundo Nonato";8886;29,17;50,63;78,66;72,53;"De 20 a 50 mil"
2708808;"AL";"São Sebastião";14341;36,65;58,27;83,52;77,32;"De 20 a 50 mil"
1507706;"PA";"São Sebastião da Boa Vista";13273;35,95;66,71;90,81;86,84;"De 20 a 50 mil"
4319505;"RS";"São Sebastião do Caí";67;5,97;16,42;37,31;20,9;"De 20 a 50 mil"
2929503;"BA";"São Sebastião do Passé";3314;24,23;45,96;76,67;68,62;"De 20 a 50 mil"
4319604;"RS";"São Sepé";2260;6,33;17,39;48,14;38,32;"De 20 a 50 mil"
2111706;"MA";"São Vicente Ferrer";13100;41,21;61,47;87,18;81,06;"De 20 a 50 mil"
4320107;"RS";"Sarandi";744;2,55;3,76;18,68;11,56;"De 20 a 50 mil"
3165537;"MG";"Sarzedo";173;NA;15,03;56,07;42,2;"De 20 a 50 mil"
2929909;"BA";"Seabra";10316;41,92;58,93;83,37;77,72;"De 20 a 50 mil"
1200500;"AC";"Sena Madureira";11349;31,42;59,81;86,63;81,64;"De 20 a 50 mil"
1200450;"AC";"Senador Guiomard";5405;16,1;41,37;70,01;62,9;"De 20 a 50 mil"
2312700;"CE";"Senador Pompeu";6274;37,58;56,85;82,31;75,14;"De 20 a 50 mil"
2930204;"BA";"Sento Sé";5319;43,56;63,49;86,95;81,91;"De 20 a 50 mil"
2930154;"BA";"Serra do Ramalho";4994;29,86;54,27;81,34;74,35;"De 20 a 50 mil"
3551603;"SP";"Serra Negra";827;4,11;14,27;46,43;36,28;"De 20 a 50 mil"
3551504;"SP";"Serrana";50;NA;14;58;46;"De 20 a 50 mil"
3167103;"MG";"Serro";6961;24,72;50,74;80,94;74,66;"De 20 a 50 mil"
2614105;"PE";"Sertânia";9441;22,14;50,9;81,75;74,45;"De 20 a 50 mil"
5007901;"MS";"Sidrolândia";8119;9,95;26,22;59,85;50,07;"De 20 a 50 mil"
3305604;"RJ";"Silva Jardim";1507;3,32;24,42;63,84;53,88;"De 20 a 50 mil"
2807105;"SE";"Simão Dias";10989;26,68;48,08;79,84;71,13;"De 20 a 50 mil"
2614204;"PE";"Sirinhaém";7950;12,1;49,26;85,31;77,21;"De 20 a 50 mil"
2930774;"BA";"Sobradinho";1232;24,43;43,34;73,46;66,23;"De 20 a 50 mil"
3552106;"SP";"Socorro";2215;1,72;10,25;38,92;29,66;"De 20 a 50 mil"
2516003;"PB";"Solânea";5454;41,13;60,21;84,53;78,8;"De 20 a 50 mil"
4320800;"RS";"Soledade";2739;7,01;18,84;46,95;38,92;"De 20 a 50 mil"
4217709;"SC";"Sombrio";249;1,61;14,06;50,6;38,96;"De 20 a 50 mil"
3205010;"ES";"Sooretama";4994;6,49;26,49;58,97;50,6;"De 20 a 50 mil"
1507904;"PA";"Soure";2007;32,74;61,43;88,94;82,26;"De 20 a 50 mil"
2614600;"PE";"Tabira";4751;40,83;59,33;82,32;77,02;"De 20 a 50 mil"
2313104;"CE";"Tabuleiro do Norte";5091;25,08;44,29;73,46;64,53;"De 20 a 50 mil"
2614808;"PE";"Tacaratu";9197;35,44;56,44;81,66;76,51;"De 20 a 50 mil"
3168002;"MG";"Taiobeiras";3288;10,61;35,71;70,1;62,23;"De 20 a 50 mil"
2614857;"PE";"Tamandaré";4973;21,9;52,85;87,37;81,56;"De 20 a 50 mil"
3553302;"SP";"Tambaú";1007;3,38;16,39;48,46;39,72;"De 20 a 50 mil"
2313203;"CE";"Tamboril";9024;46,72;63,34;85,42;80,35;"De 20 a 50 mil"
3553401;"SP";"Tanabi";1776;NA;3,21;25,06;15,6;"De 20 a 50 mil"
3305752;"RJ";"Tanguá";1623;6,9;17,68;49,29;40,23;"De 20 a 50 mil"
2931004;"BA";"Tanhaçu";9168;34,21;53,8;77,48;72,14;"De 20 a 50 mil"
4321303;"RS";"Taquari";273;1,47;13,19;45,05;32,6;"De 20 a 50 mil"
2615003;"PE";"Taquaritinga do Norte";4653;9,24;29,49;63,96;55,1;"De 20 a 50 mil"
3553807;"SP";"Taquarituba";1414;3,32;13,79;47,67;37,98;"De 20 a 50 mil"
1200609;"AC";"Tarauacá";12662;49,3;74,05;91,87;88,86;"De 20 a 50 mil"
3554300;"SP";"Teodoro Sampaio";3645;6,31;18,66;49,52;42,41;"De 20 a 50 mil"
2931509;"BA";"Teofilândia";4874;35,31;53,96;83,55;77,66;"De 20 a 50 mil"
2709152;"AL";"Teotônio Vilela";1206;16,83;42,87;75,29;67,99;"De 20 a 50 mil"
4321451;"RS";"Teutônia";53;NA;NA;15,09;9,43;"De 20 a 50 mil"
3554508;"SP";"Tietê";1038;NA;3,08;21,58;12,81;"De 20 a 50 mil"
4218004;"SC";"Tijucas";103;18,45;18,45;27,18;22,33;"De 20 a 50 mil"
2112100;"MA";"Timbiras";10526;52,99;72,27;91,02;87,31;"De 20 a 50 mil"
4218202;"SC";"Timbó";117;NA;NA;16,24;16,24;"De 20 a 50 mil"
2807402;"SE";"Tobias Barreto";6474;36,48;59,22;82,47;77,37;"De 20 a 50 mil"
1721208;"TO";"Tocantinópolis";2006;27,37;53,09;82,1;75,72;"De 20 a 50 mil"
2615409;"PE";"Toritama";759;14,76;36,1;64,56;55,99;"De 20 a 50 mil"
4321501;"RS";"Torres";99;NA;16,16;41,41;39,39;"De 20 a 50 mil"
2414407;"RN";"Touros";4949;40,15;61,63;84,85;79,09;"De 20 a 50 mil"
1508035;"PA";"Tracuateua";14526;38,51;63,67;87,4;82,71;"De 20 a 50 mil"
2709202;"AL";"Traipu";13544;53,89;71,33;89,97;85,2;"De 20 a 50 mil"
4321600;"RS";"Tramandaí";52;5,77;34,62;53,85;46,15;"De 20 a 50 mil"
3554805;"SP";"Tremembé";682;10,26;23,02;62,76;54,69;"De 20 a 50 mil"
4321709;"RS";"Três Coroas";141;4,96;14,18;39,01;29,08;"De 20 a 50 mil"
4321808;"RS";"Três de Maio";1333;2,93;12;31,58;26,41;"De 20 a 50 mil"
3169356;"MG";"Três Marias";1165;3,95;22,75;57,51;42,75;"De 20 a 50 mil"
4321907;"RS";"Três Passos";618;12,3;23,79;42,23;37,7;"De 20 a 50 mil"
2615607;"PE";"Trindade";3075;31,64;57,43;86,83;80,39;"De 20 a 50 mil"
4322004;"RS";"Triunfo";432;6,25;18,06;44,44;38,89;"De 20 a 50 mil"
1508084;"PA";"Tucumã";7346;10,36;31,02;63,72;55,34;"De 20 a 50 mil"
2112308;"MA";"Tuntum";5182;43,84;66,23;86,34;82,11;"De 20 a 50 mil"
3169604;"MG";"Tupaciguara";1277;3,68;10,88;45,42;30,54;"De 20 a 50 mil"
2615805;"PE";"Tupanatinga";10585;49,07;68,64;88,01;83,43;"De 20 a 50 mil"
4322202;"RS";"Tupanciretã";3102;4,87;17,76;42,42;34,17;"De 20 a 50 mil"
2112407;"MA";"Turiaçu";18099;42,72;64,83;87,86;82,72;"De 20 a 50 mil"
2112456;"MA";"Turilândia";7850;41,94;68,1;91,01;86,85;"De 20 a 50 mil"
2932002;"BA";"Uauá";9382;34,16;53,35;79,29;72,79;"De 20 a 50 mil"
2932200;"BA";"Ubaitaba";2092;23,47;47,8;76,2;71,56;"De 20 a 50 mil"
2313609;"CE";"Ubajara";8819;19,7;47,35;78,43;71,3;"De 20 a 50 mil"
2932309;"BA";"Ubatã";6051;15,53;55,25;85,77;81,72;"De 20 a 50 mil"
4128005;"PR";"Ubiratã";2676;1,49;8,37;34,98;24,74;"De 20 a 50 mil"
1508126;"PA";"Ulianópolis";8709;14,34;42,6;80,12;74,45;"De 20 a 50 mil"
2807600;"SE";"Umbaúba";4022;30,91;58,28;83,14;77,82;"De 20 a 50 mil"
2932507;"BA";"Una";6713;14,38;41,59;74,84;68,36;"De 20 a 50 mil"
2211100;"PI";"União";15037;33,94;55,44;85,31;77,85;"De 20 a 50 mil"
2112605;"MA";"Urbano Santos";9123;44,15;69,8;89,72;85,37;"De 20 a 50 mil"
5221601;"GO";"Uruaçu";2758;3,63;16,9;49,24;36,77;"De 20 a 50 mil"
1508159;"PA";"Uruará";19331;15,06;38,63;71,07;64,48;"De 20 a 50 mil"
2211209;"PI";"Uruçuí";2769;27,37;51,93;77,18;70,17;"De 20 a 50 mil"
4219002;"SC";"Urussanga";371;NA;2,43;20,22;10,51;"De 20 a 50 mil"
2211308;"PI";"Valença do Piauí";1866;37,3;54,34;75,88;68,54;"De 20 a 50 mil"
2933000;"BA";"Valente";2778;10,87;28,87;58,78;51,44;"De 20 a 50 mil"
3556305;"SP";"Valparaíso";816;1,59;2,08;29,9;21,45;"De 20 a 50 mil"
2112704;"MA";"Vargem Grande";20523;53,08;76,22;93,41;90,23;"De 20 a 50 mil"
3556404;"SP";"Vargem Grande do Sul";1220;1,31;10;40,33;32,21;"De 20 a 50 mil"
3556453;"SP";"Vargem Grande Paulista";40;NA;35;35;35;"De 20 a 50 mil"
2314003;"CE";"Várzea Alegre";9098;42,26;57,85;78,71;72,33;"De 20 a 50 mil"
3170800;"MG";"Várzea da Palma";2439;9,68;30,46;69,99;58,96;"De 20 a 50 mil"
3306206;"RJ";"Vassouras";781;14,47;37,77;71,96;63,38;"De 20 a 50 mil"
3205069;"ES";"Venda Nova do Imigrante";278;13,67;30,58;55,76;46,4;"De 20 a 50 mil"
2933208;"BA";"Vera Cruz";1067;37,77;64,76;87,25;81,35;"De 20 a 50 mil"
4322707;"RS";"Vera Cruz";669;8,22;19,43;43,8;38,71;"De 20 a 50 mil"
4322806;"RS";"Veranópolis";229;NA;NA;10,48;6,55;"De 20 a 50 mil"
2112803;"MA";"Viana";20311;45,13;65,92;89,06;84,2;"De 20 a 50 mil"
2616308;"PE";"Vicência";2656;19,5;52,71;87,5;81,51;"De 20 a 50 mil"
2709400;"AL";"Viçosa";2255;31,35;61,55;87,45;80,13;"De 20 a 50 mil"
4219309;"SC";"Videira";970;1,55;12,89;30,41;23,2;"De 20 a 50 mil"
1508209;"PA";"Vigia";5067;24,08;48,55;81,21;74,96;"De 20 a 50 mil"
5108600;"MT";"Vila Rica";4169;6,48;24,75;56,51;47,9;"De 20 a 50 mil"
3172004;"MG";"Visconde do Rio Branco";3039;1,97;15,33;49,95;38,57;"De 20 a 50 mil"
2112902;"MA";"Vitória do Mearim";4106;49,49;68,85;89,48;85,22;"De 20 a 50 mil"
2113009;"MA";"Vitorino Freire";8664;33,36;55,74;82,39;77,34;"De 20 a 50 mil"
2933505;"BA";"Wenceslau Guimarães";9763;24,15;50,85;80,79;75,57;"De 20 a 50 mil"
4219507;"SC";"Xanxerê";3667;3,63;9,54;28,22;21,95;"De 20 a 50 mil"
4219705;"SC";"Xaxim";2852;1,72;9,01;27,88;19,74;"De 20 a 50 mil"
1508407;"PA";"Xinguara";6130;7,86;28,32;63,82;55,89;"De 20 a 50 mil"
2933604;"BA";"Xique-Xique";6124;53,09;72,22;88,83;84,6;"De 20 a 50 mil"
2600054;"PE";"Abreu e Lima";2918;11,86;38,9;75,29;65,18;"De 50 a 100 mil"
1500206;"PA";"Acará";29948;30,67;60,7;87,23;82,76;"De 50 a 100 mil"
2300200;"CE";"Acaraú";15744;40,53;61,96;86,92;81,42;"De 50 a 100 mil"
2300309;"CE";"Acopiara";21581;40,98;57,31;81,72;75,72;"De 50 a 100 mil"
2400208;"RN";"Açu";2968;25,64;51,62;82,55;75,51;"De 50 a 100 mil"
4300406;"RS";"Alegrete";4344;1,54;10,11;42,22;32,32;"De 50 a 100 mil"
1500404;"PA";"Alenquer";21392;48,8;71,15;89,69;86,08;"De 50 a 100 mil"
3101607;"MG";"Alfenas";1816;1,6;14,76;51,54;40,31;"De 50 a 100 mil"
1500602;"PA";"Altamira";14002;17,21;38,94;68,19;61,78;"De 50 a 100 mil"
3501905;"SP";"Amparo";803;1;6,6;35,74;27,77;"De 50 a 100 mil"
3502101;"SP";"Andradina";1718;2,21;9,78;37,78;28,35;"De 50 a 100 mil"
2301000;"CE";"Aquiraz";13297;13,47;39,27;75,43;66,28;"De 50 a 100 mil"
2301109;"CE";"Aracati";12308;25,26;48,96;79,76;72,82;"De 50 a 100 mil"
2902104;"BA";"Araci";20646;47,7;69,09;89,07;84,6;"De 50 a 100 mil"
3200607;"ES";"Aracruz";3402;3,94;17,67;49,29;42;"De 50 a 100 mil"
4201406;"SC";"Araranguá";1576;2,35;12,18;37,06;29,51;"De 50 a 100 mil"
2601102;"PE";"Araripina";23973;32,15;57,02;84,16;78,37;"De 50 a 100 mil"
3104007;"MG";"Araxá";1139;NA;3,86;27,66;18,35;"De 50 a 100 mil"
2601201;"PE";"Arcoverde";3690;40,57;63,71;84,53;79,86;"De 50 a 100 mil"
1100023;"RO";"Ariquemes";12169;10,72;29,34;58,21;49,16;"De 50 a 100 mil"
3503901;"SP";"Arujá";75;10,67;33,33;56;50,67;"De 50 a 100 mil"
3504008;"SP";"Assis";683;0,29;6,15;27,53;21,08;"De 50 a 100 mil"
3504503;"SP";"Avaré";1177;1,27;6,12;36,79;26,08;"De 50 a 100 mil"
2101400;"MA";"Balsas";9591;22,2;48,84;78,41;71,09;"De 50 a 100 mil"
2301901;"CE";"Barbalha";8290;23,87;45,95;77,35;70,52;"De 50 a 100 mil"
1501303;"PA";"Barcarena";16159;24,32;51,06;80,87;74,86;"De 50 a 100 mil"
2101608;"MA";"Barra do Corda";15267;44,71;64,79;87,21;81,58;"De 50 a 100 mil"
5101803;"MT";"Barra do Garças";5400;18,3;43,33;68,44;61,31;"De 50 a 100 mil"
3300308;"RJ";"Barra do Piraí";1117;5,73;25,69;56,49;45,93;"De 50 a 100 mil"
2101707;"MA";"Barreirinhas";23733;53,39;71,12;88,96;85,21;"De 50 a 100 mil"
3505906;"SP";"Batatais";806;0,87;4,71;38,34;24,94;"De 50 a 100 mil"
2501807;"PB";"Bayeux";585;14,36;39,32;75,21;65,64;"De 50 a 100 mil"
3506102;"SP";"Bebedouro";1999;0,8;6,15;35,62;28,76;"De 50 a 100 mil"
2601706;"PE";"Belo Jardim";6426;36,17;57,56;83,44;76,66;"De 50 a 100 mil"
1501501;"PA";"Benevides";4040;12,4;39,41;74,88;65,87;"De 50 a 100 mil"
2601904;"PE";"Bezerros";5282;27,43;48,67;77,13;70,64;"De 50 a 100 mil"
4202305;"SC";"Biguaçu";193;7,25;18,65;47,67;38,34;"De 50 a 100 mil"
2302404;"CE";"Boa Viagem";12667;48,86;64,89;84,93;79,56;"De 50 a 100 mil"
2903904;"BA";"Bom Jesus da Lapa";10828;40,27;60,75;85,36;79,36;"De 50 a 100 mil"
1501782;"PA";"Breu Branco";14290;23,83;50,79;82,18;76,04;"De 50 a 100 mil"
1501808;"PA";"Breves";41119;45,23;72,45;92,57;89,35;"De 50 a 100 mil"
2904605;"BA";"Brumado";13067;28,94;49,28;77,4;69,99;"De 50 a 100 mil"
2602803;"PE";"Buíque";26086;50,12;68,66;87,34;82,61;"De 50 a 100 mil"
2102325;"MA";"Buriticupu";15051;38,58;69,28;90,92;87,63;"De 50 a 100 mil"
2503209;"PB";"Cabedelo";306;16,01;31,05;75,49;65,69;"De 50 a 100 mil"
4203006;"SC";"Caçador";3216;8,46;28,54;58,52;49,13;"De 50 a 100 mil"
3508504;"SP";"Caçapava";586;4,27;15,19;48,46;35,84;"De 50 a 100 mil"
5102504;"MT";"Cáceres";9069;8,72;32,41;67,09;58,24;"De 50 a 100 mil"
4303004;"RS";"Cachoeira do Sul";5454;2,73;13,09;46,15;35,9;"De 50 a 100 mil"
3300803;"RJ";"Cachoeiras de Macacu";3016;3,78;19,23;56,47;44,53;"De 50 a 100 mil"
1100049;"RO";"Cacoal";15030;10,81;27,72;56,89;49,29;"De 50 a 100 mil"
2402006;"RN";"Caicó";3318;7,32;22,6;61,9;50,93;"De 50 a 100 mil"
3509007;"SP";"Caieiras";46;NA;21,74;56,52;43,48;"De 50 a 100 mil"
3509205;"SP";"Cajamar";302;4,3;18,87;44,37;38,41;"De 50 a 100 mil"
2503704;"PB";"Cajazeiras";10176;21,08;40,08;71,12;64,46;"De 50 a 100 mil"
5204508;"GO";"Caldas Novas";1208;0,5;8,44;35,93;25,5;"De 50 a 100 mil"
4303509;"RS";"Camaquã";5184;5,57;20,87;47,36;39,18;"De 50 a 100 mil"
4103701;"PR";"Cambé";2152;1,39;8,41;31,92;22,58;"De 50 a 100 mil"
4203204;"SC";"Camboriú";23;NA;4,35;73,91;65,22;"De 50 a 100 mil"
2302602;"CE";"Camocim";11082;43,65;66,43;88,94;83,7;"De 50 a 100 mil"
2701407;"AL";"Campo Alegre";953;12,59;53,62;84,26;76,29;"De 50 a 100 mil"
3111200;"MG";"Campo Belo";1497;0,87;18,97;52,84;42,35;"De 50 a 100 mil"
4303905;"RS";"Campo Bom";53;5,66;11,32;32,08;24,53;"De 50 a 100 mil"
2906006;"BA";"Campo Formoso";19359;41,99;64,67;86,25;81,73;"De 50 a 100 mil"
3509601;"SP";"Campo Limpo Paulista";122;1,64;24,59;75,41;68,03;"De 50 a 100 mil"
4104303;"PR";"Campo Mourão";2164;1,06;10,54;38,68;28,97;"De 50 a 100 mil"
2906501;"BA";"Candeias";1444;18,7;49,65;80,61;71,54;"De 50 a 100 mil"
4304507;"RS";"Canguçu";25834;11,26;23,48;47,48;39,86;"De 50 a 100 mil"
2302800;"CE";"Canindé";21116;45,43;64,68;86,45;81,11;"De 50 a 100 mil"
