"Codigo";"UF";"Municipio";"Total";"Adequado";"Semi-Adequado";"Inadequado";"Classe"
3538808;"SP";"Piraju";9290;89,3;5,93;4,77;"De 20 a 50 mil"
3538907;"SP";"Pirajuí";6542;88,57;6,28;5,15;"De 20 a 50 mil"
2707107;"AL";"Piranhas";5750;45,57;39,3;15,13;"De 20 a 50 mil"
3539202;"SP";"Pirapozinho";7740;91,19;6,47;2,34;"De 20 a 50 mil"
5217302;"GO";"Pirenópolis";7265;29,1;57,4;13,5;"De 20 a 50 mil"
5217401;"GO";"Pires do Rio";9367;38,84;58,49;2,67;"De 20 a 50 mil"
2924801;"BA";"Piritiba";6671;34,46;52,29;13,25;"De 20 a 50 mil"
4119608;"PR";"Pitanga";10048;33,92;34,39;31,69;"De 20 a 50 mil"
3539509;"SP";"Pitangueiras";10616;95,54;3;1,46;"De 20 a 50 mil"
3151404;"MG";"Pitangui";7619;80,23;17,31;2,45;"De 20 a 50 mil"
3151503;"MG";"Piumhi";10646;89,04;7,59;3,37;"De 20 a 50 mil"
1505650;"PA";"Placas";5564;0,09;33,11;66,8;"De 20 a 50 mil"
2925006;"BA";"Planalto";6891;0,78;68,73;30,49;"De 20 a 50 mil"
2805406;"SE";"Poço Redondo";7807;30,14;52,3;17,56;"De 20 a 50 mil"
2805505;"SE";"Poço Verde";6561;44,02;33,81;22,18;"De 20 a 50 mil"
2925105;"BA";"Poções";12887;62,69;22,09;15,22;"De 20 a 50 mil"
5106505;"MT";"Poconé";8885;3,56;70,7;25,74;"De 20 a 50 mil"
2925204;"BA";"Pojuca";9605;81,02;13,49;5,49;"De 20 a 50 mil"
2512101;"PB";"Pombal";9278;59,95;22,02;18,03;"De 20 a 50 mil"
2611309;"PE";"Pombos";7213;49,56;32,03;18,41;"De 20 a 50 mil"
4213203;"SC";"Pomerode";8560;72,91;26,51;0,58;"De 20 a 50 mil"
3152006;"MG";"Pompéu";8508;69,99;20,33;9,67;"De 20 a 50 mil"
1505700;"PA";"Ponta de Pedras";5828;13,01;47,29;39,7;"De 20 a 50 mil"
3540200;"SP";"Pontal";11682;97,89;1,85;0,27;"De 20 a 50 mil"
4119954;"PR";"Pontal do Paraná";7077;67,42;31,89;0,69;"De 20 a 50 mil"
5106752;"MT";"Pontes e Lacerda";12776;26,86;58,08;15,07;"De 20 a 50 mil"
5218003;"GO";"Porangatu";13452;9,1;77,54;13,36;"De 20 a 50 mil"
4314803;"RS";"Portão";10127;27,64;72,12;0,24;"De 20 a 50 mil"
3152204;"MG";"Porteirinha";10996;18,12;56,43;25,45;"De 20 a 50 mil"
2707305;"AL";"Porto Calvo";6466;12,91;71,85;15,23;"De 20 a 50 mil"
2805604;"SE";"Porto da Folha";7393;36,3;46,02;17,68;"De 20 a 50 mil"
1505908;"PA";"Porto de Moz";6060;8,14;43,43;48,43;"De 20 a 50 mil"
3540606;"SP";"Porto Feliz";14562;81,66;16,79;1,55;"De 20 a 50 mil"
2109007;"MA";"Porto Franco";5645;1,75;80,5;17,75;"De 20 a 50 mil"
1718204;"TO";"Porto Nacional";13748;60,6;26,73;12,67;"De 20 a 50 mil"
4213609;"SC";"Porto União";10442;68,45;27,06;4,48;"De 20 a 50 mil"
5218300;"GO";"Posse";8988;47,39;31,09;21,53;"De 20 a 50 mil"
2925501;"BA";"Prado";7559;11,85;60,92;27,23;"De 20 a 50 mil"
1506005;"PA";"Prainha";6150;2,91;47,02;50,07;"De 20 a 50 mil"
3152808;"MG";"Prata";8218;73,35;8,8;17,85;"De 20 a 50 mil"
2109106;"MA";"Presidente Dutra";11914;16,38;71,57;12,04;"De 20 a 50 mil"
3541307;"SP";"Presidente Epitácio";13202;84,1;10,32;5,58;"De 20 a 50 mil"
1303536;"AM";"Presidente Figueiredo";7226;32,88;36,84;30,28;"De 20 a 50 mil"
1100254;"RO";"Presidente Médici";6842;0,92;58,36;40,72;"De 20 a 50 mil"
2925758;"BA";"Presidente Tancredo Neves";6509;25,17;29,84;45;"De 20 a 50 mil"
3541505;"SP";"Presidente Venceslau";12402;94,02;2,87;3,11;"De 20 a 50 mil"
2512309;"PB";"Princesa Isabel";6016;56,55;20,64;22,81;"De 20 a 50 mil"
3541604;"SP";"Promissão";10978;84,13;6,98;8,89;"De 20 a 50 mil"
2805703;"SE";"Propriá";8064;71,39;27,12;1,49;"De 20 a 50 mil"
4120606;"PR";"Prudentópolis";14645;39,68;30,88;29,44;"De 20 a 50 mil"
4315305;"RS";"Quaraí";7570;82,77;10,94;6,29;"De 20 a 50 mil"
4120903;"PR";"Quedas do Iguaçu";9145;42,67;30,49;26,85;"De 20 a 50 mil"
2512507;"PB";"Queimadas";11998;42,84;36,06;21,1;"De 20 a 50 mil"
2925808;"BA";"Queimadas";7008;33,06;35,25;31,69;"De 20 a 50 mil"
2925907;"BA";"Quijingue";7232;9,31;51,59;39,1;"De 20 a 50 mil"
2611507;"PE";"Quipapá";6264;45,51;20,96;33,52;"De 20 a 50 mil"
5218508;"GO";"Quirinópolis";14177;66,71;22,97;10,31;"De 20 a 50 mil"
3304151;"RJ";"Quissamã";6228;69,2;27,26;3,53;"De 20 a 50 mil"
2925956;"BA";"Rafael Jambeiro";6265;11,01;44,49;44,5;"De 20 a 50 mil"
3542206;"SP";"Rancharia";9414;89,3;5,98;4,72;"De 20 a 50 mil"
2109452;"MA";"Raposa";6552;6,53;83,3;10,16;"De 20 a 50 mil"
3154002;"MG";"Raul Soares";7715;52,47;16,67;30,86;"De 20 a 50 mil"
2311603;"CE";"Redenção";7392;12,87;62,72;24,42;"De 20 a 50 mil"
2926004;"BA";"Remanso";10585;48,02;18,92;33,06;"De 20 a 50 mil"
4121703;"PR";"Reserva";7549;33,05;42,47;24,48;"De 20 a 50 mil"
2109502;"MA";"Riachão";5277;8,05;53,21;38,73;"De 20 a 50 mil"
2926202;"BA";"Riachão das Neves";5911;3,54;62,58;33,89;"De 20 a 50 mil"
2926301;"BA";"Riachão do Jacuípe";10155;56,84;28,68;14,49;"De 20 a 50 mil"
2926400;"BA";"Riacho de Santana";7987;5,21;62,98;31,81;"De 20 a 50 mil"
5007109;"MS";"Ribas do Rio Pardo";6456;19,8;57,87;22,34;"De 20 a 50 mil"
2926608;"BA";"Ribeira do Pombal";13834;23,51;67,36;9,13;"De 20 a 50 mil"
2611804;"PE";"Ribeirão";11942;58,24;30,2;11,56;"De 20 a 50 mil"
4122206;"PR";"Rio Branco do Sul";9123;44,7;43,34;11,96;"De 20 a 50 mil"
5007208;"MS";"Rio Brilhante";9297;19,83;67,32;12,84;"De 20 a 50 mil"
3544004;"SP";"Rio das Pedras";8698;93,98;5,63;0,39;"De 20 a 50 mil"
2611903;"PE";"Rio Formoso";5479;29,53;40,57;29,9;"De 20 a 50 mil"
3544103;"SP";"Rio Grande da Serra";13191;75,91;23,3;0,79;"De 20 a 50 mil"
4215000;"SC";"Rio Negrinho";11942;75,39;22,68;1,93;"De 20 a 50 mil"
4122305;"PR";"Rio Negro";9588;71,92;23,73;4,35;"De 20 a 50 mil"
4315701;"RS";"Rio Pardo";12745;61,09;33,27;5,64;"De 20 a 50 mil"
3155603;"MG";"Rio Pardo de Minas";7544;8,63;56,23;35,14;"De 20 a 50 mil"
1303569;"AM";"Rio Preto da Eva";6094;5,84;47,57;46,59;"De 20 a 50 mil"
2927002;"BA";"Rio Real";10648;6,68;68,2;25,12;"De 20 a 50 mil"
2512903;"PB";"Rio Tinto";6625;18,43;53,93;27,64;"De 20 a 50 mil"
1506187;"PA";"Rondon do Pará";12535;3,05;75,55;21,4;"De 20 a 50 mil"
1400472;"RR";"Rorainópolis";5935;5;61,35;33,65;"De 20 a 50 mil"
2109601;"MA";"Rosário";9456;4,59;66,07;29,34;"De 20 a 50 mil"
4316402;"RS";"Rosário do Sul";13158;59,53;30,28;10,19;"De 20 a 50 mil"
1506195;"PA";"Rurópolis";9328;3,04;43,84;53,12;"De 20 a 50 mil"
2927200;"BA";"Ruy Barbosa";8758;49,86;31,99;18,14;"De 20 a 50 mil"
3156908;"MG";"Sacramento";7609;79,46;9,69;10,86;"De 20 a 50 mil"
3157005;"MG";"Salinas";11793;62,05;22,84;15,11;"De 20 a 50 mil"
1506203;"PA";"Salinópolis";9078;29,4;62,21;8,39;"De 20 a 50 mil"
3545308;"SP";"Salto de Pirapora";11490;79,3;20,03;0,68;"De 20 a 50 mil"
1506302;"PA";"Salvaterra";5070;2,31;83,47;14,22;"De 20 a 50 mil"
2612406;"PE";"Sanharó";5984;46,81;38,52;14,67;"De 20 a 50 mil"
3157203;"MG";"Santa Bárbara";7990;80,64;14,18;5,18;"De 20 a 50 mil"
2411205;"RN";"Santa Cruz";9917;77,99;9,38;12,63;"De 20 a 50 mil"
2927705;"BA";"Santa Cruz Cabrália";7784;40,89;47,8;11,31;"De 20 a 50 mil"
3546306;"SP";"Santa Cruz das Palmeiras";9100;96,81;1,87;1,32;"De 20 a 50 mil"
3546405;"SP";"Santa Cruz do Rio Pardo";13976;88,28;5,23;6,49;"De 20 a 50 mil"
3546603;"SP";"Santa Fé do Sul";9987;94,35;3,99;1,66;"De 20 a 50 mil"
3546702;"SP";"Santa Gertrudes";6673;98,22;1,08;0,7;"De 20 a 50 mil"
2109809;"MA";"Santa Helena";8812;0,05;59,38;40,57;"De 20 a 50 mil"
4123501;"PR";"Santa Helena";7755;40,36;58,71;0,93;"De 20 a 50 mil"
5219308;"GO";"Santa Helena de Goiás";11871;60,13;35,65;4,22;"De 20 a 50 mil"
2110039;"MA";"Santa Luzia do Paruá";5370;6,89;72,81;20,3;"De 20 a 50 mil"
2612604;"PE";"Santa Maria da Boa Vista";9795;34,01;43,57;22,42;"De 20 a 50 mil"
2928109;"BA";"Santa Maria da Vitória";11126;10,04;71,82;18,14;"De 20 a 50 mil"
3204559;"ES";"Santa Maria de Jetibá";10123;19,95;52,93;27,12;"De 20 a 50 mil"
1506609;"PA";"Santa Maria do Pará";6341;3,64;74,86;21,5;"De 20 a 50 mil"
2312205;"CE";"Santa Quitéria";11841;17,63;43,95;38,42;"De 20 a 50 mil"
2110104;"MA";"Santa Quitéria do Maranhão";6356;0,35;51,12;48,54;"De 20 a 50 mil"
2110203;"MA";"Santa Rita";7919;5,22;60,41;34,37;"De 20 a 50 mil"
2928406;"BA";"Santa Rita de Cássia";7193;13,21;56,1;30,7;"De 20 a 50 mil"
3547502;"SP";"Santa Rita do Passa Quatro";8765;90,29;6,2;3,51;"De 20 a 50 mil"
3159605;"MG";"Santa Rita do Sapucaí";11255;83,78;7,53;8,7;"De 20 a 50 mil"
3547601;"SP";"Santa Rosa de Viterbo";7399;95,97;3,93;0,09;"De 20 a 50 mil"
3204609;"ES";"Santa Teresa";6914;48,12;40,47;11,41;"De 20 a 50 mil"
4124053;"PR";"Santa Terezinha de Itaipu";6376;34;61,36;4,64;"De 20 a 50 mil"
4317301;"RS";"Santa Vitória do Palmar";11230;72,8;23,06;4,13;"De 20 a 50 mil"
2928000;"BA";"Santaluz";9440;51,71;24,21;24,09;"De 20 a 50 mil"
2928208;"BA";"Santana";6956;7,3;86,07;6,63;"De 20 a 50 mil"
2312007;"CE";"Santana do Acaraú";7522;30,06;32,33;37,61;"De 20 a 50 mil"
2708006;"AL";"Santana do Ipanema";11974;5,52;70,77;23,71;"De 20 a 50 mil"
3158953;"MG";"Santana do Paraíso";7891;56,96;40,68;2,36;"De 20 a 50 mil"
4317400;"RS";"Santiago";17202;71,08;24,82;4,1;"De 20 a 50 mil"
3547700;"SP";"Santo Anastácio";6691;91,57;3;5,43;"De 20 a 50 mil"
2411502;"RN";"Santo Antônio";6371;20,66;61,48;17,86;"De 20 a 50 mil"
4317608;"RS";"Santo Antônio da Patrulha";13791;42,75;52,93;4,32;"De 20 a 50 mil"
4124103;"PR";"Santo Antônio da Platina";13389;76,08;15,92;7,99;"De 20 a 50 mil"
3304706;"RJ";"Santo Antônio de Pádua";13514;73,18;18,7;8,12;"De 20 a 50 mil"
3548005;"SP";"Santo Antônio de Posse";6297;79,02;19,45;1,52;"De 20 a 50 mil"
1303700;"AM";"Santo Antônio do Içá";3992;2,3;56,01;41,68;"De 20 a 50 mil"
3160405;"MG";"Santo Antônio do Monte";8358;84,45;6,64;8,91;"De 20 a 50 mil"
1507003;"PA";"Santo Antônio do Tauá";6970;6,6;78,62;14,78;"De 20 a 50 mil"
2928802;"BA";"Santo Estêvão";13126;6,48;78,29;15,23;"De 20 a 50 mil"
3160702;"MG";"Santos Dumont";14682;68,49;27,01;4,5;"De 20 a 50 mil"
2312304;"CE";"São Benedito";12101;23,78;50,93;25,29;"De 20 a 50 mil"
2110500;"MA";"São Bento";9664;6,01;54,54;39,45;"De 20 a 50 mil"
2513901;"PB";"São Bento";8447;57,55;31,82;10,63;"De 20 a 50 mil"
2110609;"MA";"São Bernardo";6270;2,39;57,29;40,32;"De 20 a 50 mil"
2613107;"PE";"São Caitano";10660;46,86;33,83;19,32;"De 20 a 50 mil"
2928901;"BA";"São Desidério";7033;5,91;58,4;35,69;"De 20 a 50 mil"
1507151;"PA";"São Domingos do Araguaia";6003;4,53;69,92;25,55;"De 20 a 50 mil"
1507201;"PA";"São Domingos do Capim";6404;6,61;44;49,39;"De 20 a 50 mil"
2110708;"MA";"São Domingos do Maranhão";8864;12,38;77,35;10,28;"De 20 a 50 mil"
2929107;"BA";"São Felipe";5946;8,14;48,22;43,64;"De 20 a 50 mil"
3304805;"RJ";"São Fidélis";12809;69,51;16,92;13,57;"De 20 a 50 mil"
3304755;"RJ";"São Francisco de Itabapoana";13497;3,25;78,6;18,15;"De 20 a 50 mil"
4318200;"RS";"São Francisco de Paula";6718;48,94;41,96;9,09;"De 20 a 50 mil"
2929206;"BA";"São Francisco do Conde";9429;60,64;37,91;1,44;"De 20 a 50 mil"
4216206;"SC";"São Francisco do Sul";13543;65,63;34,1;0,27;"De 20 a 50 mil"
1303809;"AM";"São Gabriel da Cachoeira";7490;7,9;44,59;47,5;"De 20 a 50 mil"
3204708;"ES";"São Gabriel da Palha";10256;61,41;19,44;19,15;"De 20 a 50 mil"
5007695;"MS";"São Gabriel do Oeste";7078;46,27;40,99;12,74;"De 20 a 50 mil"
1507458;"PA";"São Geraldo do Araguaia";6827;17,78;51,9;30,32;"De 20 a 50 mil"
2312403;"CE";"São Gonçalo do Amarante";12011;18,18;59,77;22,05;"De 20 a 50 mil"
3162005;"MG";"São Gonçalo do Sapucaí";7130;77,38;15,5;7,12;"De 20 a 50 mil"
2929305;"BA";"São Gonçalo dos Campos";9015;5,96;75,8;18,25;"De 20 a 50 mil"
3162104;"MG";"São Gotardo";10005;78,36;16,33;5,31;"De 20 a 50 mil"
4318408;"RS";"São Jerônimo";7341;64,6;18,88;16,52;"De 20 a 50 mil"
2613206;"PE";"São João";5809;19,11;44,1;36,79;"De 20 a 50 mil"
4216305;"SC";"São João Batista";8133;69,38;30,17;0,44;"De 20 a 50 mil"
3305000;"RJ";"São João da Barra";10629;33,63;60,6;5,77;"De 20 a 50 mil"
3162401;"MG";"São João da Ponte";6595;0,71;86,79;12,49;"De 20 a 50 mil"
1507474;"PA";"São João de Pirabas";5043;6,17;63,71;30,12;"De 20 a 50 mil"
3162708;"MG";"São João do Paraíso";6026;17,64;56,97;25,39;"De 20 a 50 mil"
2111102;"MA";"São João dos Patos";7013;1,08;90,65;8,27;"De 20 a 50 mil"
3162906;"MG";"São João Nepomuceno";8262;87,7;8,71;3,58;"De 20 a 50 mil"
4216503;"SC";"São Joaquim";7988;56,01;33,14;10,85;"De 20 a 50 mil"
3549409;"SP";"São Joaquim da Barra";14423;97,39;1,75;0,85;"De 20 a 50 mil"
3162922;"MG";"São Joaquim de Bicas";6799;58,91;38,81;2,28;"De 20 a 50 mil"
2613305;"PE";"São Joaquim do Monte";6189;62,76;17,03;20,21;"De 20 a 50 mil"
2708303;"AL";"São José da Laje";5913;52,27;30,95;16,78;"De 20 a 50 mil"
2708402;"AL";"São José da Tapera";7124;1,18;58,18;40,64;"De 20 a 50 mil"
2412203;"RN";"São José de Mipibu";10799;12,92;73,68;13,4;"De 20 a 50 mil"
2613503;"PE";"São José do Belmonte";8808;29,48;40,19;30,32;"De 20 a 50 mil"
2613602;"PE";"São José do Egito";10041;60,72;11,81;27,47;"De 20 a 50 mil"
4318507;"RS";"São José do Norte";8795;45,5;47,3;7,2;"De 20 a 50 mil"
3305158;"RJ";"São José do Vale do Rio Preto";6501;26,15;71,1;2,75;"De 20 a 50 mil"
3163706;"MG";"São Lourenço";13667;95,47;4,19;0,34;"De 20 a 50 mil"
4216909;"SC";"São Lourenço do Oeste";6832;32,14;49,6;18,25;"De 20 a 50 mil"
4318804;"RS";"São Lourenço do Sul";13375;49,65;24,52;25,82;"De 20 a 50 mil"
5220108;"GO";"São Luís de Montes Belos";10464;53,79;36,99;9,21;"De 20 a 50 mil"
2708501;"AL";"São Luís do Quitunde";7728;8,68;59,98;31,34;"De 20 a 50 mil"
2111409;"MA";"São Luís Gonzaga do Maranhão";5228;3,62;58,21;38,18;"De 20 a 50 mil"
4318903;"RS";"São Luiz Gonzaga";11858;56,24;39,22;4,54;"De 20 a 50 mil"
3550100;"SP";"São Manuel";11500;94,88;4,59;0,53;"De 20 a 50 mil"
4319000;"RS";"São Marcos";6701;78,78;19,04;2,18;"De 20 a 50 mil"
2111508;"MA";"São Mateus do Maranhão";9814;2,41;72,03;25,56;"De 20 a 50 mil"
4125605;"PR";"São Mateus do Sul";12850;46,76;32,18;21,06;"De 20 a 50 mil"
2412500;"RN";"São Miguel";6204;2,37;88,91;8,72;"De 20 a 50 mil"
3550209;"SP";"São Miguel Arcanjo";9476;59,79;29,75;10,46;"De 20 a 50 mil"
5220207;"GO";"São Miguel do Araguaia";7264;32,42;52,66;14,92;"De 20 a 50 mil"
1100320;"RO";"São Miguel do Guaporé";6391;0,45;51,51;48,04;"De 20 a 50 mil"
4125704;"PR";"São Miguel do Iguaçu";8028;34,14;55,62;10,24;"De 20 a 50 mil"
4217204;"SC";"São Miguel do Oeste";12220;58,91;38,4;2,68;"De 20 a 50 mil"
1303908;"AM";"São Paulo de Olivença";5331;0,06;37,67;62,28;"De 20 a 50 mil"
3550407;"SP";"São Pedro";10389;82,88;15,22;1,91;"De 20 a 50 mil"
2210607;"PI";"São Raimundo Nonato";9287;3,47;66,21;30,32;"De 20 a 50 mil"
2708808;"AL";"São Sebastião";8468;0,24;49,81;49,95;"De 20 a 50 mil"
1507706;"PA";"São Sebastião da Boa Vista";4846;2,64;40,22;57,14;"De 20 a 50 mil"
4319505;"RS";"São Sebastião do Caí";7399;63,44;36,18;0,38;"De 20 a 50 mil"
2929503;"BA";"São Sebastião do Passé";12317;53,06;37,69;9,25;"De 20 a 50 mil"
4319604;"RS";"São Sepé";8367;67,84;21,78;10,39;"De 20 a 50 mil"
2111706;"MA";"São Vicente Ferrer";5143;2,1;24,75;73,15;"De 20 a 50 mil"
4320107;"RS";"Sarandi";6958;72;24,68;3,32;"De 20 a 50 mil"
3165537;"MG";"Sarzedo";7339;82,67;16,66;0,67;"De 20 a 50 mil"
2929909;"BA";"Seabra";11493;2,26;73,03;24,71;"De 20 a 50 mil"
1200500;"AC";"Sena Madureira";9313;8,61;57,26;34,12;"De 20 a 50 mil"
1200450;"AC";"Senador Guiomard";5606;8,92;63,34;27,74;"De 20 a 50 mil"
2312700;"CE";"Senador Pompeu";7953;29,8;47,2;23;"De 20 a 50 mil"
2930204;"BA";"Sento Sé";9171;28,66;55,41;15,93;"De 20 a 50 mil"
2930154;"BA";"Serra do Ramalho";8272;0,8;82,21;17;"De 20 a 50 mil"
3551603;"SP";"Serra Negra";8676;68,53;28,69;2,78;"De 20 a 50 mil"
3551504;"SP";"Serrana";11176;98,75;1,1;0,15;"De 20 a 50 mil"
3167103;"MG";"Serro";5626;36,1;31,41;32,49;"De 20 a 50 mil"
2614105;"PE";"Sertânia";9717;47,71;23,47;28,82;"De 20 a 50 mil"
5007901;"MS";"Sidrolândia";13170;14,27;65,28;20,45;"De 20 a 50 mil"
3305604;"RJ";"Silva Jardim";6713;33,32;58,19;8,49;"De 20 a 50 mil"
2807105;"SE";"Simão Dias";11419;44,33;27,29;28,38;"De 20 a 50 mil"
2614204;"PE";"Sirinhaém";10011;25,48;54,45;20,07;"De 20 a 50 mil"
2930774;"BA";"Sobradinho";6088;73,72;20,09;6,19;"De 20 a 50 mil"
3552106;"SP";"Socorro";12139;56,01;38,17;5,82;"De 20 a 50 mil"
2516003;"PB";"Solânea";7672;17,09;62,4;20,52;"De 20 a 50 mil"
4320800;"RS";"Soledade";9970;68,1;22,71;9,19;"De 20 a 50 mil"
4217709;"SC";"Sombrio";8560;21,82;77,28;0,9;"De 20 a 50 mil"
3205010;"ES";"Sooretama";6950;42,33;35,94;21,73;"De 20 a 50 mil"
1507904;"PA";"Soure";5538;50,7;38,95;10,35;"De 20 a 50 mil"
2614600;"PE";"Tabira";7952;66,34;16,52;17,14;"De 20 a 50 mil"
2313104;"CE";"Tabuleiro do Norte";9121;15,77;65,63;18,61;"De 20 a 50 mil"
2614808;"PE";"Tacaratu";5690;13,02;41,93;45,04;"De 20 a 50 mil"
3168002;"MG";"Taiobeiras";8908;14,48;74,81;10,71;"De 20 a 50 mil"
2614857;"PE";"Tamandaré";5343;16,43;60,51;23,06;"De 20 a 50 mil"
3553302;"SP";"Tambaú";6855;88,34;7,48;4,17;"De 20 a 50 mil"
2313203;"CE";"Tamboril";6919;9,89;55,3;34,82;"De 20 a 50 mil"
3553401;"SP";"Tanabi";8104;79,12;13,38;7,5;"De 20 a 50 mil"
3305752;"RJ";"Tanguá";9658;25,54;68,58;5,88;"De 20 a 50 mil"
2931004;"BA";"Tanhaçu";5679;12,13;41,17;46,7;"De 20 a 50 mil"
4321303;"RS";"Taquari";9302;66,08;32,69;1,23;"De 20 a 50 mil"
2615003;"PE";"Taquaritinga do Norte";7383;29,12;52,81;18,07;"De 20 a 50 mil"
3553807;"SP";"Taquarituba";6872;87,02;6,3;6,68;"De 20 a 50 mil"
1200609;"AC";"Tarauacá";7492;4,71;54,62;40,67;"De 20 a 50 mil"
3554300;"SP";"Teodoro Sampaio";6639;79,18;3,86;16,96;"De 20 a 50 mil"
2931509;"BA";"Teofilândia";5532;21,44;54,48;24,08;"De 20 a 50 mil"
2709152;"AL";"Teotônio Vilela";10324;38,51;57,87;3,61;"De 20 a 50 mil"
4321451;"RS";"Teutônia";9299;79,04;20,71;0,25;"De 20 a 50 mil"
3554508;"SP";"Tietê";11491;89,32;8;2,68;"De 20 a 50 mil"
4218004;"SC";"Tijucas";9779;84,48;15,19;0,34;"De 20 a 50 mil"
2112100;"MA";"Timbiras";6541;10,9;44;45,1;"De 20 a 50 mil"
4218202;"SC";"Timbó";11648;53,09;46,63;0,27;"De 20 a 50 mil"
2807402;"SE";"Tobias Barreto";14039;60,46;25,57;13,97;"De 20 a 50 mil"
1721208;"TO";"Tocantinópolis";6197;5,05;87,27;7,68;"De 20 a 50 mil"
2615409;"PE";"Toritama";10185;71,13;26,76;2,11;"De 20 a 50 mil"
4321501;"RS";"Torres";12145;57,3;42,38;0,32;"De 20 a 50 mil"
2414407;"RN";"Touros";7910;17,79;65,73;16,49;"De 20 a 50 mil"
1508035;"PA";"Tracuateua";6482;0,25;43,17;56,59;"De 20 a 50 mil"
2709202;"AL";"Traipu";6336;7,59;30,68;61,73;"De 20 a 50 mil"
4321600;"RS";"Tramandaí";13768;52,47;47,36;0,17;"De 20 a 50 mil"
3554805;"SP";"Tremembé";10632;84,7;13,35;1,96;"De 20 a 50 mil"
4321709;"RS";"Três Coroas";7883;60,21;38,94;0,85;"De 20 a 50 mil"
4321808;"RS";"Três de Maio";8308;14,06;80,39;5,55;"De 20 a 50 mil"
3169356;"MG";"Três Marias";8794;82,52;11,96;5,52;"De 20 a 50 mil"
4321907;"RS";"Três Passos";8572;38,3;58,98;2,72;"De 20 a 50 mil"
2615607;"PE";"Trindade";6894;40,28;48,29;11,43;"De 20 a 50 mil"
4322004;"RS";"Triunfo";8619;36,84;61,19;1,97;"De 20 a 50 mil"
1508084;"PA";"Tucumã";9450;16,18;61,16;22,66;"De 20 a 50 mil"
2112308;"MA";"Tuntum";10433;7;77,18;15,82;"De 20 a 50 mil"
3169604;"MG";"Tupaciguara";8237;87,75;7,03;5,22;"De 20 a 50 mil"
2615805;"PE";"Tupanatinga";6154;22,55;30,34;47,11;"De 20 a 50 mil"
4322202;"RS";"Tupanciretã";7451;41,98;44,02;14;"De 20 a 50 mil"
2112407;"MA";"Turiaçu";7778;0,54;35,88;63,58;"De 20 a 50 mil"
2112456;"MA";"Turilândia";5205;0,9;59,83;39,27;"De 20 a 50 mil"
2932002;"BA";"Uauá";7055;2,21;57,66;40,13;"De 20 a 50 mil"
2932200;"BA";"Ubaitaba";6015;61,26;27,51;11,22;"De 20 a 50 mil"
2313609;"CE";"Ubajara";8736;7,43;65,76;26,81;"De 20 a 50 mil"
2932309;"BA";"Ubatã";6774;51,33;27;21,67;"De 20 a 50 mil"
4128005;"PR";"Ubiratã";7071;24,32;63,2;12,47;"De 20 a 50 mil"
1508126;"PA";"Ulianópolis";8566;7,93;68,11;23,97;"De 20 a 50 mil"
2807600;"SE";"Umbaúba";6122;0,42;81,57;18;"De 20 a 50 mil"
2932507;"BA";"Una";7209;21,86;47,09;31,04;"De 20 a 50 mil"
2211100;"PI";"União";10839;15,25;46,38;38,37;"De 20 a 50 mil"
2112605;"MA";"Urbano Santos";5237;7,14;47,09;45,77;"De 20 a 50 mil"
5221601;"GO";"Uruaçu";11710;37,07;54,25;8,68;"De 20 a 50 mil"
1508159;"PA";"Uruará";11252;0,14;54,43;45,42;"De 20 a 50 mil"
2211209;"PI";"Uruçuí";5249;15,28;65,73;18,99;"De 20 a 50 mil"
4219002;"SC";"Urussanga";6449;69,13;29,18;1,69;"De 20 a 50 mil"
2211308;"PI";"Valença do Piauí";6149;5,17;85,56;9,27;"De 20 a 50 mil"
2933000;"BA";"Valente";7517;45,23;44,1;10,67;"De 20 a 50 mil"
3556305;"SP";"Valparaíso";6171;93,29;2,51;4,2;"De 20 a 50 mil"
2112704;"MA";"Vargem Grande";11096;11,13;37,96;50,91;"De 20 a 50 mil"
3556404;"SP";"Vargem Grande do Sul";12366;93,43;3,57;3;"De 20 a 50 mil"
3556453;"SP";"Vargem Grande Paulista";12541;74,22;25,7;0,08;"De 20 a 50 mil"
2314003;"CE";"Várzea Alegre";11541;17,94;58,16;23,9;"De 20 a 50 mil"
3170800;"MG";"Várzea da Palma";10759;11,6;80,27;8,13;"De 20 a 50 mil"
3306206;"RJ";"Vassouras";11049;62,01;35,89;2,1;"De 20 a 50 mil"
3205069;"ES";"Venda Nova do Imigrante";6326;55,74;42,93;1,33;"De 20 a 50 mil"
2933208;"BA";"Vera Cruz";11749;20,13;76,62;3,25;"De 20 a 50 mil"
4322707;"RS";"Vera Cruz";8001;68,6;28,63;2,76;"De 20 a 50 mil"
4322806;"RS";"Veranópolis";7704;86,31;12,69;1;"De 20 a 50 mil"
2112803;"MA";"Viana";12313;16,94;39,13;43,93;"De 20 a 50 mil"
2616308;"PE";"Vicência";8064;39,89;52,08;8,02;"De 20 a 50 mil"
2709400;"AL";"Viçosa";6687;25,63;60,71;13,65;"De 20 a 50 mil"
4219309;"SC";"Videira";15357;79,29;18,66;2,05;"De 20 a 50 mil"
1508209;"PA";"Vigia";11797;1,26;86,58;12,16;"De 20 a 50 mil"
5108600;"MT";"Vila Rica";6076;3,52;77,25;19,22;"De 20 a 50 mil"
3172004;"MG";"Visconde do Rio Branco";12134;81,96;10,07;7,97;"De 20 a 50 mil"
2112902;"MA";"Vitória do Mearim";7547;15,5;70,15;14,35;"De 20 a 50 mil"
